token_uid,token,RT,following_punct,preceding_punct,is_punct_non_alpha,transcript_id,exclude
272,as,185.6,False,False,False,13,0
273,Mark,185.8,False,False,False,13,0
274,"Lawson,",267.8888888888889,False,True,True,13,1
275,Thomas,245.85714285714286,False,False,False,13,1
276,Sutcliffe,248.8,False,False,False,13,0
277,and,204.0,False,False,False,13,0
278,David,243.5,False,False,False,13,0
279,Sexton,185.0,False,False,False,13,0
280,poured,190.0,False,False,False,13,0
281,scorn,248.4,False,False,False,13,0
282,on,195.5,False,False,False,13,0
283,people,246.71428571428572,False,False,False,13,0
284,who,165.0,False,False,False,13,0
285,took,223.42857142857142,False,False,False,13,0
286,their,263.2,False,False,False,13,0
287,childish,221.77777777777777,False,False,False,13,0
288,delights,303.5,False,False,False,13,0
289,into,205.0,False,False,False,13,0
290,adulthood.,302.4,False,True,True,13,1
291,They,177.5,False,False,False,13,1
292,seem,220.875,False,False,False,13,0
293,to,165.0,False,False,False,13,0
294,believe,147.42857142857142,False,False,False,13,0
295,that,0.0,False,False,False,13,0
296,people,208.125,False,False,False,13,0
297,who,0.0,False,False,False,13,0
298,sink,271.77777777777777,False,False,False,13,0
299,into,178.0,False,False,False,13,0
300,tales,231.28571428571428,False,False,False,13,0
301,that,234.0,False,False,False,13,0
302,shrug,271.5,False,False,False,13,0
303,off,162.0,False,False,False,13,0
304,the,286.5,False,False,False,13,0
305,adult,223.71428571428572,False,False,False,13,0
306,world,166.57142857142858,False,False,False,13,0
307,are,180.85714285714286,False,False,False,13,0
308,"absurd,",181.85714285714286,False,True,True,13,1
309,or,229.0,False,False,False,13,1
310,even,246.42857142857142,False,False,False,13,0
311,a,129.5,False,False,False,13,0
312,bit,208.4,False,False,False,13,0
313,dangerous.,264.8,False,True,True,13,1
314,In,99.0,False,False,False,13,1
315,one,134.8,False,False,False,13,0
316,critic's,228.8,False,False,True,13,1
317,"words,",183.28571428571428,False,True,True,13,1
318,we,290.0,False,False,False,13,1
319,are,228.66666666666666,False,False,False,13,0
320,proof,237.0,False,False,False,13,0
321,of,229.0,False,False,False,13,1
322,'the,186.75,True,False,True,13,1
323,infantilisation,744.1428571428571,False,False,False,13,1
324,of,262.5,False,False,False,13,0
325,adult,297.1111111111111,False,False,False,13,0
326,culture'.,280.3333333333333,False,True,True,13,1
327,But,148.0,False,False,False,13,1
328,these,283.8888888888889,False,False,False,13,0
329,critics,239.6,False,False,False,13,0
330,who,246.8,False,False,False,13,0
331,are,336.0,False,False,False,13,0
332,proud,370.8888888888889,False,False,False,13,0
333,to,211.33333333333334,False,False,False,13,0
334,be,288.0,False,False,False,13,0
335,too,292.125,False,False,False,13,0
336,sophisticated,363.5,False,False,False,13,0
337,to,140.4,False,False,False,13,0
338,enjoy,195.2,False,False,False,13,0
339,a,123.0,False,False,False,13,0
340,book,188.85714285714286,False,False,False,13,0
341,where,282.57142857142856,False,False,False,13,0
342,a,187.33333333333334,False,False,False,13,0
343,bear,288.75,False,False,False,13,0
344,talks,332.625,False,False,False,13,0
345,or,211.4,False,False,False,13,0
346,a,212.5,False,False,False,13,0
347,dragon,229.77777777777777,False,False,False,13,0
348,flies,309.25,False,False,False,13,0
349,might,408.6666666666667,False,False,False,13,0
350,be,186.33333333333334,False,False,False,13,0
351,missing,224.0,False,False,False,13,0
352,out.,176.5,False,True,True,13,1
353,They,207.0,False,False,False,13,1
354,needn't,329.44444444444446,False,False,True,13,1
355,be,210.0,False,False,False,13,1
356,afraid,236.22222222222223,False,False,False,13,0
357,that,182.0,False,False,False,13,0
358,they,221.0,False,False,False,13,0
359,will,214.14285714285714,False,False,False,13,0
360,lose,270.25,False,False,False,13,0
361,their,202.14285714285714,False,False,False,13,0
362,critical,198.8,False,False,False,13,0
363,edge,245.125,False,False,False,13,0
364,if,153.75,False,False,False,13,0
365,they,232.0,False,False,False,13,0
366,let,195.0,False,False,False,13,0
367,down,228.33333333333334,False,False,False,13,0
368,their,226.71428571428572,False,False,False,13,0
369,guard,181.11111111111111,False,False,False,13,0
370,against,235.5,False,False,False,13,0
371,childish,207.55555555555554,False,False,False,13,0
372,things,222.33333333333334,False,False,False,13,0
373,for,182.2,False,False,False,13,0
374,an,150.5,False,False,False,13,0
375,instant.,284.3333333333333,False,True,True,13,1
376,Do,178.8,False,False,False,13,1
377,we,172.2,False,False,False,13,0
378,still,240.42857142857142,False,False,False,13,0
379,have,232.33333333333334,False,False,False,13,0
380,to,179.33333333333334,False,False,False,13,0
381,spell,153.5,False,False,False,13,0
382,it,267.6666666666667,False,False,False,13,0
383,out?,176.83333333333334,False,True,True,13,1
384,It,320.6666666666667,False,False,False,13,1
385,really,227.3,False,False,False,13,0
386,is,212.5,False,False,False,13,0
387,possible,250.5,False,False,False,13,0
388,to,359.0,False,False,False,13,0
389,like,325.5,False,False,False,13,0
390,Rowling,287.22222222222223,False,False,False,13,0
391,and,371.0,False,False,False,13,0
392,"Roth,",410.1,False,True,True,13,1
393,to,146.0,False,False,False,13,1
394,enjoy,277.77777777777777,False,False,False,13,0
395,Pullman,222.42857142857142,False,False,False,13,0
396,as,184.66666666666666,False,False,False,13,0
397,well,252.0,False,False,False,13,0
398,as,147.5,False,False,False,13,0
399,Proust.,409.0,False,True,True,13,1
400,What,304.0,False,False,False,13,1
401,is,198.6,False,False,False,13,0
402,endearing,392.8,False,False,False,13,0
403,about,210.375,False,False,False,13,0
404,the,246.8,False,False,False,13,0
405,new,266.2857142857143,False,False,False,13,0
406,breed,326.8888888888889,False,False,False,13,0
407,of,426.0,False,False,False,13,0
408,children's,254.0,False,False,True,13,1
409,writers,287.6,False,False,False,13,1
410,is,226.5,False,False,False,13,0
411,that,240.5,False,False,False,13,0
412,they,191.14285714285714,False,False,False,13,0
413,are,223.0,False,False,False,13,0
414,firing,219.3,False,False,False,13,0
415,a,229.0,False,False,False,13,0
416,new,254.4,False,False,False,13,0
417,bolt,245.375,False,False,False,13,0
418,of,129.75,False,False,False,13,0
419,energy,226.25,False,False,False,13,0
420,into,205.0,False,False,False,13,0
421,literature.,211.77777777777777,False,True,True,13,1
422,Na�ve?,317.14285714285717,False,True,True,13,1
423,"Yes,",208.5,False,True,True,13,1
424,they,240.0,False,False,False,13,1
425,may,214.66666666666666,False,False,False,13,0
426,be,239.5,False,False,False,13,0
427,na�ve.,203.0,False,True,True,13,1
428,But,172.25,False,False,False,13,1
429,what,285.14285714285717,False,False,False,13,0
430,they,283.57142857142856,False,False,False,13,0
431,don't,199.125,False,False,True,13,1
432,suffer,217.0,False,False,False,13,1
433,from,213.66666666666666,False,False,False,13,0
434,is,224.8,False,False,False,13,0
435,the,172.83333333333334,False,False,False,13,0
436,deadening,299.3333333333333,False,False,False,13,0
437,claustrophobia,281.6,False,False,False,13,0
438,of,201.33333333333334,False,False,False,13,0
439,so,271.5,False,False,False,13,0
440,much,197.5,False,False,False,13,0
441,acclaimed,311.8,False,False,False,13,0
442,literature,208.9,False,False,False,13,0
443,for,119.33333333333333,False,False,False,13,0
444,grown-ups.,422.3333333333333,False,True,True,13,1
445,Readers,359.44444444444446,False,False,False,13,1
446,who,202.85714285714286,False,False,False,13,0
447,fell,143.2,False,False,False,13,0
448,on,245.0,False,False,False,13,0
449,hyped,367.2857142857143,False,False,False,13,0
450,novels,240.85714285714286,False,False,False,13,0
451,such,188.0,False,False,False,13,0
452,as,229.4,False,False,False,13,0
453,Jonathan,251.88888888888889,False,False,False,13,0
454,Franzen's,256.6,False,False,True,13,1
455,The,182.33333333333334,False,False,False,13,1
456,Corrections,319.4,False,False,False,13,0
457,or,204.66666666666666,False,False,False,13,0
458,Margaret,328.9,False,False,False,13,0
459,Atwood's,205.28571428571428,False,False,True,13,1
460,The,197.5,False,False,False,13,1
461,Blind,368.2,False,False,False,13,0
462,"Assassin,",395.0,False,True,True,13,1
463,only,226.5,False,False,False,13,1
464,to,297.42857142857144,False,False,False,13,0
465,find,193.4,False,False,False,13,0
466,them,256.0,False,False,False,13,0
467,imaginatively,517.5555555555555,False,False,False,13,0
468,"underpowered,",584.6,False,True,True,13,1
469,will,231.6,False,False,False,13,1
470,know,396.6666666666667,False,False,False,13,0
471,what,369.5,False,False,False,13,0
472,I,269.0,False,False,False,13,0
473,mean,204.6,False,False,False,13,0
474,when,202.71428571428572,False,False,False,13,0
475,I,192.25,False,False,False,13,0
476,say,210.2,False,False,False,13,0
477,that,172.83333333333334,False,False,False,13,0
478,even,216.0,False,False,False,13,0
479,the,181.75,False,False,False,13,0
480,biggest,225.9,False,False,False,13,0
481,novels,179.375,False,False,False,13,0
482,today,247.375,False,False,False,13,0
483,can,249.5,False,False,False,13,0
484,seem,396.5,False,False,False,13,0
485,much,168.55555555555554,False,False,False,13,0
486,smaller,234.0,False,False,False,13,0
487,than,170.4,False,False,False,13,0
488,life.,228.66666666666666,False,True,True,13,1
489,"Still,",237.125,False,True,True,13,1
490,perhaps,340.1111111111111,False,False,False,13,1
491,those,240.83333333333334,False,False,False,13,0
492,novels,242.33333333333334,False,False,False,13,0
493,honestly,336.2,False,False,False,13,0
494,reflect,241.0,False,False,False,13,0
495,the,181.5,False,False,False,13,0
496,problematic,468.0,False,False,False,13,0
497,aspects,235.28571428571428,False,False,False,13,0
498,of,107.0,False,False,False,13,0
499,our,325.0,False,False,False,13,0
500,current,229.57142857142858,False,False,False,13,0
501,"condition,",355.75,False,True,True,13,1
502,whereas,193.83333333333334,False,False,False,13,1
503,the,266.0,False,False,False,13,0
504,children's,257.3333333333333,False,False,True,13,1
505,writers,230.7,False,False,False,13,1
506,have,219.66666666666666,False,False,False,13,0
507,the,200.75,False,False,False,13,0
508,liberty,213.33333333333334,False,False,False,13,0
509,of,199.75,False,False,False,13,0
510,escapism.,336.55555555555554,False,True,True,13,1
511,That,235.66666666666666,False,False,False,13,1
512,may,210.0,False,False,False,13,0
513,be,215.2,False,False,False,13,0
514,true.,236.33333333333334,False,True,True,13,1
515,But,135.33333333333334,False,False,False,13,1
516,sometimes,333.0,False,False,False,13,0
517,it,172.0,False,False,False,13,0
518,is,109.0,False,False,False,13,0
519,worth,289.7,False,False,False,13,0
520,going,204.5,False,False,False,13,0
521,on,269.6,False,False,False,13,0
522,these,229.33333333333334,False,False,False,13,0
523,journeys,255.5,False,False,False,13,1
524,-,0.0,True,True,True,13,1
525,not,172.25,False,False,False,13,1
526,just,199.0,False,False,False,13,0
527,to,135.5,False,False,False,13,0
528,"escape,",279.3333333333333,False,True,True,13,1
529,but,216.0,False,False,False,13,1
530,also,284.75,False,False,False,13,0
531,to,364.5,False,False,False,13,0
532,return.,267.44444444444446,False,True,True,13,1
533,I'm,187.0,False,False,True,13,1
534,sure,250.375,False,False,False,13,1
535,I'm,281.0,False,False,True,13,1
536,not,267.8888888888889,False,False,False,13,1
537,alone,247.625,False,False,False,13,0
538,in,251.0,False,False,False,13,0
539,saying,260.4,False,False,False,13,0
540,that,250.85714285714286,False,False,False,13,0
541,after,232.11111111111111,False,False,False,13,0
542,stepping,342.5,False,False,False,13,0
543,into,199.0,False,False,False,13,0
544,Rowling's,275.8,False,False,True,13,1
545,world,246.44444444444446,False,False,False,13,1
546,or,212.0,False,False,False,13,0
547,into,217.75,False,False,False,13,0
548,Pullman's,286.77777777777777,False,False,True,13,1
549,"world,",182.0,False,True,True,13,1
550,both,208.0,False,False,False,13,1
551,of,189.28571428571428,False,False,False,13,0
552,which,144.5,False,False,False,13,0
553,thrive,215.16666666666666,False,False,False,13,0
554,on,153.0,False,False,False,13,0
555,the,108.0,False,False,False,13,0
556,staggeringly,384.3,False,False,False,13,0
557,precise,383.44444444444446,False,False,False,13,0
558,and,197.0,False,False,False,13,0
559,sensual,400.44444444444446,False,False,False,13,0
560,detailing,237.6,False,False,False,13,0
561,of,0.0,False,False,False,13,0
562,their,235.2,False,False,False,13,0
563,fantasy,167.6,False,False,False,13,0
564,"universes,",477.0,False,True,True,13,1
565,I,0.0,False,False,False,13,1
566,found,245.66666666666666,False,False,False,13,0
567,that,215.25,False,False,False,13,0
568,the,197.4,False,False,False,13,0
569,everyday,290.8,False,False,False,13,0
570,world,337.0,False,False,False,13,0
571,had,228.2,False,False,False,13,0
572,juddered,372.9,False,False,False,13,0
573,a,273.0,False,False,False,13,0
574,little.,224.22222222222223,False,True,True,13,1
575,Without,254.0,False,False,False,13,1
576,doubt,203.625,False,False,False,13,0
577,they,214.8,False,False,False,13,0
578,do,207.0,False,False,False,13,0
579,lack,267.5,False,False,False,13,0
580,other,232.28571428571428,False,False,False,13,0
581,qualities,266.6666666666667,False,False,False,13,0
582,that,200.5,False,False,False,13,0
583,you,184.375,False,False,False,13,0
584,look,141.5,False,False,False,13,0
585,for,177.4,False,False,False,13,0
586,in,126.5,False,False,False,13,0
587,literature,238.77777777777777,False,False,False,13,0
588,that,186.66666666666666,False,False,False,13,0
589,isn't,281.875,False,False,True,13,1
590,meant,169.85714285714286,False,False,False,13,1
591,for,177.5,False,False,False,13,0
592,children.,286.0,False,True,True,13,1
593,But,126.0,False,False,False,13,1
594,"still,",376.85714285714283,False,True,True,13,1
595,Rowling,258.14285714285717,False,False,False,13,1
596,and,198.0,False,False,False,13,0
597,Pullman,200.33333333333334,False,False,False,13,0
598,can,211.0,False,False,False,13,0
599,achieve,225.42857142857142,False,False,False,13,0
600,that,203.6,False,False,False,13,0
601,precious,426.625,False,False,False,13,0
602,effect,236.75,False,False,False,13,0
603,on,387.3333333333333,False,False,False,13,0
604,the,230.5,False,False,False,13,0
605,reader,246.0,False,False,False,13,0
606,of,0.0,False,False,False,13,0
607,tearing,250.9,False,False,False,13,0
608,away,245.42857142857142,False,False,False,13,0
609,the,183.0,False,False,False,13,0
610,veils,247.625,False,False,False,13,0
611,of,147.0,False,False,False,13,0
612,familiarity,310.6,False,False,False,13,0
613,and,227.0,False,False,False,13,0
614,reawakening,297.1,False,False,False,13,0
615,one,200.25,False,False,False,13,0
616,to,163.0,False,False,False,13,0
617,the,218.75,False,False,False,13,0
618,oddness,340.7142857142857,False,False,False,13,0
619,and,207.0,False,False,False,13,0
620,beauty,218.5,False,False,False,13,0
621,of,247.0,False,False,False,13,0
622,ordinary,333.5,False,False,False,13,0
623,life.,189.66666666666666,False,True,True,13,1
624,And,188.0,False,False,False,13,1
625,let's,216.7,False,False,True,13,1
626,not,302.25,False,False,False,13,1
627,sidestep,305.6,False,False,False,13,0
628,what,220.625,False,False,False,13,0
629,"is,",233.0,False,True,True,13,1
630,"perhaps,",208.42857142857142,False,True,True,13,1
631,the,146.0,False,False,False,13,1
632,most,136.0,False,False,False,13,0
633,obvious,206.0,False,False,False,13,0
634,point,215.42857142857142,False,False,False,13,0
635,of,139.66666666666666,False,False,False,13,0
636,these,173.0,False,False,False,13,0
637,books',242.88888888888889,False,True,True,13,1
638,appeal.,206.0,False,True,True,13,1
639,As,183.0,False,False,False,13,1
640,with,318.25,False,False,False,13,0
641,J,0.0,False,False,False,13,0
642,K,156.0,False,False,False,13,0
643,"Rowling,",232.5,False,True,True,13,1
644,Pullman,189.0,False,False,False,13,1
645,fulfils,306.5,False,False,False,13,0
646,an,226.0,False,False,False,13,0
647,often,384.875,False,False,False,13,0
648,unassuaged,796.3333333333334,False,False,False,13,0
649,longing,316.22222222222223,False,False,False,13,0
650,in,0.0,False,False,False,13,0
651,this,423.14285714285717,False,False,False,13,0
652,secular,340.0,False,False,False,13,0
653,age,302.6,False,False,False,13,1
654,-,148.0,True,True,True,13,1
655,he,218.0,False,False,False,13,1
656,describes,245.0,False,False,False,13,0
657,a,162.0,False,False,False,13,0
658,great,212.75,False,False,False,13,0
659,battle,195.2,False,False,False,13,0
660,between,218.33333333333334,False,False,False,13,0
661,good,194.2,False,False,False,13,0
662,and,154.0,False,False,False,13,0
663,"evil,",181.375,False,True,True,13,1
664,a,0.0,False,False,False,13,1
665,battle,220.11111111111111,False,False,False,13,0
666,where,202.25,False,False,False,13,0
667,everything,306.375,False,False,False,13,0
668,is,142.0,False,False,False,13,0
669,at,258.6,False,False,False,13,0
670,"stake,",426.7142857142857,False,True,True,13,1
671,where,343.625,False,False,False,13,1
672,you,194.28571428571428,False,False,False,13,0
673,have,286.3333333333333,False,False,False,13,0
674,to,276.2,False,False,False,13,0
675,take,265.14285714285717,False,False,False,13,0
676,sides.,380.8,False,True,True,13,1
677,For,310.6666666666667,False,False,False,13,1
678,some,302.6666666666667,False,False,False,13,0
679,people,232.75,False,False,False,13,0
680,this,147.33333333333334,False,False,False,13,0
681,is,180.42857142857142,False,False,False,13,0
682,just,195.83333333333334,False,False,False,13,0
683,too,205.25,False,False,False,13,0
684,simple,248.44444444444446,False,False,False,13,0
685,to,175.75,False,False,False,13,0
686,be,237.8,False,False,False,13,0
