index,token_uid,token,RT,transcript_id,exclude
164,10164,wood,357.767441860465,1,0
165,10165,located,424.873563218391,1,0
166,10166,just,342.741176470588,1,0
167,10167,outside,323.744186046512,1,0
168,10168,the,350.360465116279,1,0
169,10169,manor,353.333333333333,1,0
170,10170,of,407.023255813953,1,1
171,10171,Bradford.,391.616279069767,1,1
172,10172,A,365.53488372093,1,1
173,10173,source,345.793103448276,1,0
174,10174,of,333.804597701149,1,0
175,10175,great,358.310344827586,1,0
176,10176,trouble,338.46511627907,1,0
177,10177,to,319.209302325581,1,0
178,10178,the,308.941860465116,1,0
179,10179,local,307.447058823529,1,0
180,10180,folk,336.046511627907,1,0
181,10181,the,346.235294117647,1,0
182,10182,boar,342.552941176471,1,1
183,10183,"was,",374.714285714286,1,1
184,10184,bringing,374.5,1,1
185,10185,terror,347.423529411765,1,0
186,10186,to,320.5,1,0
187,10187,the,332.151162790698,1,0
188,10188,peaceful,336.860465116279,1,0
189,10189,flocks,329.511627906977,1,0
190,10190,and,341.686046511628,1,0
191,10191,ravaging,359.860465116279,1,0
192,10192,the,397.116279069767,1,0
193,10193,countryside,414.547619047619,1,1
194,10194,around.,429.80487804878,1,1
195,10195,Even,385.130952380952,1,1
196,10196,"worse,",364.825581395349,1,1
197,10197,"however,",360.651162790698,1,1
198,10198,the,324.418604651163,1,1
199,10199,boar,337.505882352941,1,0
200,10200,most,356.476744186047,1,0
201,10201,liked,343.023255813953,1,0
202,10202,to,331.96511627907,1,0
203,10203,go,309.564705882353,1,0
204,10204,to,318.418604651163,1,0
205,10205,the,323.895348837209,1,0
206,10206,well,349.56976744186,1,0
207,10207,that,338.290697674419,1,0
208,10208,was,324.523255813953,1,0
209,10209,in,300.651162790698,1,0
210,10210,the,311.790697674419,1,0
211,10211,wood,356.709302325581,1,0
212,10212,and,338.357142857143,1,0
213,10213,drink,352.458823529412,1,0
214,10214,its,326.788235294118,1,0
215,10215,fresh,324.376470588235,1,1
216,10216,"water,",366.788235294118,1,1
217,10217,so,339.813953488372,1,1
218,10218,that,313.458823529412,1,0
219,10219,the,301.566265060241,1,0
220,10220,people,331.0,1,0
221,10221,of,313.917647058824,1,0
222,10222,Bradford,318.929411764706,1,0
223,10223,had,353.872093023256,1,0
224,10224,second,350.164705882353,1,0
225,10225,thoughts,335.383720930233,1,0
226,10226,about,337.67816091954,1,0
227,10227,visiting,319.441860465116,1,0
228,10228,the,335.313953488372,1,1
229,10229,well.,445.209302325581,1,1
230,10230,That,350.470588235294,1,1
231,10231,the,341.0,1,0
232,10232,people,335.546511627907,1,0
233,10233,of,319.52380952381,1,0
234,10234,Bradford,337.081395348837,1,0
235,10235,bore,351.564705882353,1,0
236,10236,the,370.658823529412,1,0
237,10237,brunt,358.116279069767,1,0
238,10238,of,336.211764705882,1,0
239,10239,the,333.702380952381,1,1
240,10240,beast's,382.642857142857,1,1
241,10241,ferocity,402.261904761905,1,1
242,10242,was,386.833333333333,1,0
243,10243,unfair,343.46511627907,1,0
244,10244,in,314.953488372093,1,0
245,10245,the,308.152941176471,1,0
246,10246,eyes,323.290697674419,1,0
247,10247,of,312.720930232558,1,0
248,10248,the,348.825581395349,1,0
249,10249,people,325.2,1,0
250,10250,of,305.235294117647,1,0
251,10251,the,380.447058823529,1,1
252,10252,region.,415.662790697674,1,1
253,10253,"Eventually,",342.662790697674,1,1
254,10254,the,326.686046511628,1,1
255,10255,issue,341.360465116279,1,0
256,10256,reached,336.662790697674,1,0
257,10257,the,346.627906976744,1,0
258,10258,ears,320.848837209302,1,0
259,10259,of,307.406976744186,1,0
260,10260,the,328.0,1,0
261,10261,kindly,325.325581395349,1,0
262,10262,Lord,326.488372093023,1,0
263,10263,of,302.011627906977,1,0
264,10264,the,322.290697674419,1,0
265,10265,Manor,317.581395348837,1,0
266,10266,who,349.267441860465,1,0
267,10267,the,327.360465116279,1,0
268,10268,people,334.894117647059,1,0
269,10269,had,321.03488372093,1,0
270,10270,often,326.104651162791,1,0
271,10271,asked,317.883720930233,1,0
272,10272,for,310.53488372093,1,1
273,10273,help.,334.953488372093,1,1
274,10274,The,323.581395348837,1,1
275,10275,Lord,311.081395348837,1,0
276,10276,saw,322.441860465116,1,0
277,10277,the,334.835294117647,1,0
278,10278,severity,340.035294117647,1,0
279,10279,of,317.576470588235,1,0
280,10280,the,324.741176470588,1,0
281,10281,problem,310.2,1,0
282,10282,the,330.523255813953,1,0
283,10283,people,317.267441860465,1,0
284,10284,faced,327.220930232558,1,0
285,10285,and,325.06976744186,1,0
286,10286,suggested,348.593023255814,1,0
287,10287,a,331.53488372093,1,0
288,10288,contest,328.541176470588,1,0
289,10289,could,332.6,1,0
290,10290,solve,295.464285714286,1,0
291,10291,the,308.247058823529,1,1
292,10292,problem.,331.870588235294,1,1
293,10293,He,315.752941176471,1,1
294,10294,said,313.470588235294,1,0
295,10295,that,306.611764705882,1,0
296,10296,whoever,338.470588235294,1,0
297,10297,could,308.453488372093,1,0
298,10298,kill,310.837209302326,1,0
299,10299,the,297.823529411765,1,0
300,10300,boar,303.647058823529,1,0
301,10301,and,286.729411764706,1,0
302,10302,bring,288.529411764706,1,0
303,10303,as,331.611764705882,1,0
304,10304,proof,340.729411764706,1,0
305,10305,its,300.552941176471,1,0
306,10306,head,300.023529411765,1,0
307,10307,to,294.447058823529,1,0
308,10308,the,320.764705882353,1,0
309,10309,Manor,316.905882352941,1,0
310,10310,House,328.880952380952,1,0
311,10311,would,317.333333333333,1,0
312,10312,be,321.428571428571,1,0
313,10313,rewarded,305.494117647059,1,0
314,10314,with,314.094117647059,1,0
315,10315,land,328.321428571429,1,0
316,10316,and,335.97619047619,1,1
317,10317,fame.,318.22619047619,1,1
318,10318,It,329.329411764706,1,1
319,10319,was,316.270588235294,1,0
320,10320,the,309.530120481928,1,0
321,10321,people,316.072289156626,1,0
322,10322,of,328.903614457831,1,0
323,10323,Bradford,324.0,1,0
324,10324,and,331.035294117647,1,0
325,10325,the,293.821428571429,1,0
326,10326,people,299.867469879518,1,0
327,10327,who,332.905882352941,1,0
328,10328,knew,340.282352941176,1,0
329,10329,them,318.546511627907,1,0
330,10330,who,361.988235294118,1,0
331,10331,rejoiced,347.776470588235,1,0
332,10332,at,325.190476190476,1,0
333,10333,this,367.223529411765,1,0
334,10334,proclamation,365.705882352941,1,0
335,10335,but,356.188235294118,1,0
336,10336,one,349.380952380952,1,0
337,10337,question,381.270588235294,1,1
338,10338,remained:,383.345238095238,1,1
339,10339,who,331.788235294118,1,1
340,10340,would,317.917647058824,1,0
341,10341,kill,317.411764705882,1,0
342,10342,the,295.105882352941,1,1
343,10343,boar?,324.305882352941,1,1
344,10344,By,309.352941176471,1,1
345,10345,the,331.388235294118,1,0
346,10346,handsome,355.482352941176,1,0
347,10347,reward,399.8,1,0
348,10348,many,416.552941176471,1,0
349,10349,felt,368.129411764706,1,1
350,10350,"tempted,",354.035294117647,1,1
351,10351,but,340.917647058824,1,1
352,10352,the,354.75,1,0
353,10353,thought,305.202380952381,1,0
354,10354,of,306.858823529412,1,0
355,10355,the,306.595238095238,1,0
356,10356,boar,326.835294117647,1,0
357,10357,with,320.882352941176,1,0
358,10358,its,312.940476190476,1,0
359,10359,deadly,312.6,1,0
360,10360,tusks,328.238095238095,1,0
361,10361,and,316.238095238095,1,0
362,10362,face,306.583333333333,1,0
363,10363,like,326.809523809524,1,0
364,10364,thunder,325.105882352941,1,0
365,10365,soon,331.611764705882,1,0
366,10366,put,312.428571428571,1,0
367,10367,an,293.294117647059,1,0
368,10368,end,292.329411764706,1,0
369,10369,to,285.870588235294,1,0
370,10370,their,341.811764705882,1,1
371,10371,ambitions.,400.892857142857,1,1
372,10372,"However,",374.746987951807,1,1
373,10373,there,343.428571428571,1,1
374,10374,was,316.0,1,0
375,10375,one,361.164705882353,1,1
376,10376,"huntsman,",386.188235294118,1,1
377,10377,who,322.117647058824,1,1
378,10378,was,297.6,1,0
379,10379,still,308.571428571429,1,0
380,10380,wet,344.035714285714,1,0
381,10381,behind,312.75,1,0
382,10382,the,298.678571428571,1,1
383,10383,"ears,",318.282352941176,1,1
384,10384,who,317.376470588235,1,1
385,10385,decided,293.845238095238,1,0
386,10386,the,302.0,1,0
387,10387,prize,304.975903614458,1,0
388,10388,was,300.285714285714,1,0
389,10389,worth,308.833333333333,1,0
390,10390,a,305.385542168675,1,1
391,10391,"shot,",315.493827160494,1,1
392,10392,in,333.211764705882,1,1
393,10393,spite,294.235294117647,1,0
394,10394,of,293.170731707317,1,0
395,10395,the,299.650602409639,1,1
396,10396,boar's,325.666666666667,1,1
397,10397,reputation.,362.349397590361,1,1
398,10398,The,383.904761904762,1,1
399,10399,huntsman,353.321428571429,1,0
400,10400,discovered,333.647058823529,1,0
401,10401,the,337.870588235294,1,0
402,10402,boar,351.02380952381,1,0
403,10403,preferred,337.829268292683,1,0
404,10404,to,323.440476190476,1,0
405,10405,come,305.843373493976,1,0
406,10406,out,302.321428571429,1,0
407,10407,in,293.047619047619,1,0
408,10408,the,299.435294117647,1,0
409,10409,middle,297.511904761905,1,0
410,10410,of,284.261904761905,1,0
411,10411,the,305.682352941176,1,1
412,10412,day.,349.22619047619,1,1
413,10413,So,321.130952380952,1,1
414,10414,he,321.925,1,0
415,10415,went,274.0,1,0
416,10416,to,280.916666666667,1,0
417,10417,the,292.440476190476,1,0
418,10418,wood,303.333333333333,1,0
419,10419,by,300.678571428571,1,0
420,10420,the,291.952941176471,1,0
421,10421,well,310.566265060241,1,0
422,10422,with,314.0,1,0
423,10423,his,319.705882352941,1,0
424,10424,good,350.975903614458,1,1
425,10425,"bow,",344.559523809524,1,1
426,10426,to,349.411764705882,1,1
427,10427,bide,370.831325301205,1,0
428,10428,his,342.33734939759,1,1
429,10429,time.,356.797619047619,1,1
430,10430,Around,354.247058823529,1,1
431,10431,"noontime,",360.464285714286,1,1
432,10432,the,322.835294117647,1,1
433,10433,"boar,",317.2,1,1
434,10434,feared,329.360465116279,1,1
435,10435,by,337.162790697674,1,0
436,10436,the,304.348837209302,1,1
437,10437,"locals,",346.623529411765,1,1
438,10438,came,326.588235294118,1,1
439,10439,"out,",309.023529411765,1,1
440,10440,as,319.717647058824,1,1
441,10441,slow,317.926829268293,1,0
442,10442,as,297.939024390244,1,0
443,10443,a,360.894117647059,1,1
444,10444,"snail,",352.635294117647,1,1
445,10445,from,340.976470588235,1,1
446,10446,among,331.082352941176,1,0
447,10447,the,309.152941176471,1,1
448,10448,"trees,",317.729411764706,1,1
449,10449,just,324.915662650602,1,1
450,10450,as,320.261904761905,1,0
451,10451,the,321.647058823529,1,0
452,10452,huntsman,333.211764705882,1,0
453,10453,had,344.072289156626,1,1
454,10454,predicted.,404.238095238095,1,1
455,10455,The,365.0,1,1
456,10456,huntsman,323.309523809524,1,0
457,10457,leaped,339.964285714286,1,0
458,10458,from,322.141176470588,1,0
459,10459,his,313.376470588235,1,0
460,10460,hiding,314.265060240964,1,0
461,10461,place,309.086419753086,1,0
462,10462,and,316.458823529412,1,0
463,10463,through,334.046511627907,1,0
464,10464,the,363.186046511628,1,0
465,10465,heart,388.141176470588,1,0
466,10466,with,367.317647058824,1,0
467,10467,his,343.447058823529,1,0
468,10468,fine,342.452380952381,1,0
469,10469,arrows,356.77380952381,1,0
470,10470,shot,351.409638554217,1,0
471,10471,the,364.361445783133,1,1
472,10472,boar.,387.192771084337,1,1
473,10473,Now,332.77380952381,1,1
474,10474,the,325.682352941176,1,0
475,10475,problem,308.642857142857,1,0
476,10476,was,318.458823529412,1,0
477,10477,no,310.22619047619,1,0
478,10478,longer,331.752941176471,1,0
479,10479,to,325.22619047619,1,0
480,10480,kill,305.357142857143,1,0
481,10481,the,315.385542168675,1,1
482,10482,boar.,338.132530120482,1,1
483,10483,It,310.166666666667,1,1
484,10484,was,306.505882352941,1,0
485,10485,to,313.795180722892,1,0
486,10486,find,329.807228915663,1,0
487,10487,a,308.035714285714,1,0
488,10488,way,291.658823529412,1,0
489,10489,to,304.529411764706,1,0
490,10490,carry,313.094117647059,1,0
491,10491,the,312.917647058824,1,0
492,10492,boar,330.702380952381,1,1
493,10493,back.,411.66265060241,1,1
494,10494,The,347.635294117647,1,1
495,10495,head,357.941176470588,1,0
496,10496,was,337.4,1,0
497,10497,too,342.247058823529,1,0
498,10498,heavy,345.294117647059,1,0
499,10499,for,315.8,1,0
500,10500,the,319.428571428571,1,0
501,10501,little,346.309523809524,1,0
502,10502,huntsman,338.457831325301,1,0
503,10503,to,318.988095238095,1,0
504,10504,carry,332.117647058824,1,0
505,10505,back,308.411764705882,1,0
506,10506,to,312.309523809524,1,0
507,10507,the,324.917647058824,1,0
508,10508,Manor,354.952941176471,1,1
509,10509,"House,",374.119047619048,1,1
510,10510,but,341.433734939759,1,1
511,10511,the,327.857142857143,1,1
512,10512,"huntsman,",314.738095238095,1,1
513,10513,who,310.277108433735,1,1
514,10514,was,328.423529411765,1,0
515,10515,as,331.892857142857,1,1
516,10516,quick-witted,372.916666666667,1,1
517,10517,and,349.117647058824,1,1
518,10518,cunning,326.702380952381,1,0
519,10519,as,319.66265060241,1,1
520,10520,"ever,",317.188235294118,1,1
521,10521,asked,340.416666666667,1,1
522,10522,"himself,",319.835294117647,1,1
523,10523,'What,327.258823529412,1,1
524,10524,else,323.192771084337,1,1
525,10525,can,308.047619047619,1,0
526,10526,I,300.047058823529,1,0
527,10527,do,316.823529411765,1,0
528,10528,to,348.277108433735,1,0
529,10529,prove,300.746987951807,1,0
530,10530,I,334.047619047619,1,0
531,10531,killed,306.02380952381,1,0
532,10532,the,331.892857142857,1,1
533,10533,boar?',348.764705882353,1,1
534,10534,The,334.776470588235,1,1
535,10535,next,318.294117647059,1,0
536,10536,instance,336.93023255814,1,0
537,10537,he,340.329411764706,1,0
538,10538,opened,345.8,1,0
539,10539,the,343.2,1,1
540,10540,boar's,329.352941176471,1,1
541,10541,mouth,358.083333333333,1,1
542,10542,and,340.4,1,0
543,10543,cut,356.238095238095,1,0
544,10544,out,327.470588235294,1,0
545,10545,its,346.117647058824,1,1
546,10546,"tongue,",389.447058823529,1,1
547,10547,taking,368.03488372093,1,1
548,10548,that,349.604651162791,1,0
549,10549,as,338.8,1,0
550,10550,proof,311.43023255814,1,0
551,10551,for,293.709302325581,1,0
552,10552,the,314.595238095238,1,1
553,10553,Lord.,307.511904761905,1,1
554,10554,He,318.976470588235,1,1
555,10555,set,308.905882352941,1,0
556,10556,out,309.369047619048,1,0
557,10557,for,315.458823529412,1,0
558,10558,the,285.813953488372,1,0
559,10559,Manor,304.406976744186,1,0
560,10560,House,312.285714285714,1,0
561,10561,as,297.238095238095,1,0
562,10562,quickly,308.506024096386,1,0
563,10563,as,284.035714285714,1,0
564,10564,he,295.270588235294,1,0
565,10565,could,296.717647058824,1,0
566,10566,and,287.795180722892,1,0
567,10567,he,288.761904761905,1,0
568,10568,had,295.142857142857,1,0
569,10569,only,293.963855421687,1,0
570,10570,been,291.642857142857,1,0
571,10571,gone,285.619047619048,1,0
572,10572,a,288.096385542169,1,0
573,10573,few,303.809523809524,1,0
574,10574,minutes,312.0,1,0
575,10575,when,303.720930232558,1,0
576,10576,a,296.5,1,0
577,10577,second,320.802325581395,1,1
578,10578,"huntsman,",319.658823529412,1,1
579,10579,not,321.694117647059,1,1
580,10580,so,320.564705882353,1,0
581,10581,bold,350.258823529412,1,0
582,10582,as,317.011627906977,1,0
583,10583,the,292.611764705882,1,0
584,10584,first,303.364705882353,1,0
585,10585,but,297.151162790698,1,0
586,10586,a,312.761904761905,1,0
587,10587,little,312.458823529412,1,0
588,10588,more,303.130952380952,1,1
589,10589,"cunning,",323.847058823529,1,1
590,10590,came,317.447058823529,1,1
591,10591,on,302.788235294118,1,0
592,10592,the,339.297619047619,1,1
593,10593,scene.,386.297619047619,1,1
594,10594,Seeing,314.917647058824,1,1
595,10595,the,316.094117647059,1,0
596,10596,slain,327.616279069767,1,0
597,10597,carcass,335.988372093023,1,0
598,10598,of,296.235294117647,1,0
599,10599,the,320.647058823529,1,1
600,10600,"boar,",314.847058823529,1,1
601,10601,the,323.952941176471,1,1
602,10602,huntsman,327.105882352941,1,0
603,10603,rejoiced,325.035294117647,1,0
604,10604,in,299.235294117647,1,0
605,10605,his,302.388235294118,1,0
606,10606,good,299.552941176471,1,1
607,10607,fortune.,321.870588235294,1,1
608,10608,The,338.717647058824,1,1
609,10609,second,310.541176470588,1,0
610,10610,huntsman,312.282352941176,1,0
611,10611,knew,308.928571428571,1,0
612,10612,a,298.190476190476,1,0
613,10613,shortcut,326.341176470588,1,0
614,10614,to,327.623529411765,1,0
615,10615,the,294.204819277108,1,0
616,10616,Manor,297.674418604651,1,0
617,10617,House,299.651162790698,1,0
618,10618,was,315.623529411765,1,0
619,10619,just,298.97619047619,1,0
620,10620,around,295.879518072289,1,0
621,10621,the,301.785714285714,1,0
622,10622,nearby,304.0,1,1
623,10623,"pond,",322.211764705882,1,1
624,10624,"and,",329.190476190476,1,1
625,10625,being,312.607142857143,1,1
626,10626,a,305.905882352941,1,0
627,10627,bigger,305.847058823529,1,0
628,10628,man,296.905882352941,1,0
629,10629,than,287.776470588235,1,0
630,10630,the,287.904761904762,1,1
631,10631,"first,",299.22619047619,1,1
632,10632,was,293.265060240964,1,1
633,10633,able,270.566265060241,1,0
634,10634,to,281.0,1,0
635,10635,pick,283.369047619048,1,0
636,10636,up,274.811764705882,1,0
637,10637,the,302.776470588235,1,1
638,10638,boar's,307.741176470588,1,1
639,10639,head,312.6,1,1
640,10640,and,308.294117647059,1,0
641,10641,carry,293.285714285714,1,0
642,10642,it,286.130952380952,1,0
643,10643,through,288.821428571429,1,0
644,10644,the,287.987951807229,1,0
645,10645,wood,305.646341463415,1,0
646,10646,towards,318.082352941176,1,0
647,10647,the,298.285714285714,1,0
648,10648,prize,314.435294117647,1,0
649,10649,that,333.811764705882,1,0
650,10650,awaited,324.333333333333,1,1
651,10651,him.,354.10843373494,1,1
652,10652,The,299.858823529412,1,1
653,10653,Lord,293.976470588235,1,0
654,10654,of,285.855421686747,1,0
655,10655,the,267.225,1,0
656,10656,Manor,291.609756097561,1,0
657,10657,was,284.256097560976,1,0
658,10658,seated,300.78313253012,1,0
659,10659,in,318.904761904762,1,0
660,10660,his,283.376470588235,1,0
661,10661,hall,281.670588235294,1,0
662,10662,when,286.682352941176,1,0
663,10663,the,293.107142857143,1,0
664,10664,second,296.317647058824,1,0
665,10665,huntsman,295.058823529412,1,0
666,10666,burst,302.238095238095,1,0
667,10667,through,303.164705882353,1,0
668,10668,the,284.482352941176,1,0
669,10669,door,287.488095238095,1,0
670,10670,and,281.22619047619,1,0
671,10671,began,292.470588235294,1,0
672,10672,to,292.72619047619,1,0
673,10673,spin,284.811764705882,1,0
674,10674,a,292.329411764706,1,1
675,10675,line.,333.666666666667,1,1
676,10676,'The,352.776470588235,1,1
677,10677,woes,319.404761904762,1,1
678,10678,of,325.10843373494,1,0
679,10679,Bradford,316.694117647059,1,0
680,10680,are,309.835294117647,1,1
681,10681,ended!',326.975903614458,1,1
682,10682,he,328.321428571429,1,1
683,10683,announced.,366.647058823529,1,1
684,10684,'With,335.357142857143,1,1
685,10685,my,323.447058823529,1,1
686,10686,own,302.294117647059,1,0
687,10687,hand,286.228915662651,1,0
688,10688,I,349.650602409639,1,0
689,10689,have,285.012048192771,1,0
690,10690,slain,283.821428571429,1,0
691,10691,the,293.452380952381,1,1
692,10692,boar!',303.819277108434,1,1
693,10693,"And,",301.27380952381,1,1
694,10694,with,276.416666666667,1,1
695,10695,"that,",282.202380952381,1,1
696,10696,at,298.52380952381,1,1
697,10697,the,301.590361445783,1,0
698,10698,feet,287.392857142857,1,0
699,10699,of,288.178571428571,1,0
700,10700,his,281.452380952381,1,0
701,10701,lord,310.97619047619,1,0
702,10702,he,296.964705882353,1,0
703,10703,dropped,289.686746987952,1,0
704,10704,the,297.6,1,1
705,10705,boar's,315.595238095238,1,1
706,10706,enormous,329.6,1,1
707,10707,head.,371.27380952381,1,1
708,10708,'Then,338.823529411765,1,1
709,10709,you,301.666666666667,1,1
710,10710,will,285.035294117647,1,0
711,10711,be,308.270588235294,1,1
712,10712,"rewarded,",311.058823529412,1,1
713,10713,as,288.105882352941,1,1
714,10714,I,298.258823529412,1,1
715,10715,promised.',326.297619047619,1,1
716,10716,'But,341.776470588235,1,1
717,10717,"first,",306.535714285714,1,1
718,10718,let,304.084337349398,1,1
719,10719,me,295.72619047619,1,0
720,10720,examine,306.178571428571,1,0
721,10721,the,304.892857142857,1,0
722,10722,head,302.309523809524,1,0
723,10723,of,298.154761904762,1,0
724,10724,this,359.916666666667,1,1
725,10725,"monster,'",312.630952380952,1,1
726,10726,said,299.202380952381,1,1
727,10727,the,307.607142857143,1,0
728,10728,Lord,300.552941176471,1,0
729,10729,of,291.529411764706,1,0
730,10730,the,306.602409638554,1,1
731,10731,Manor.,322.764705882353,1,1
732,10732,To,306.511904761905,1,1
733,10733,not,318.66265060241,1,0
734,10734,examine,345.211764705882,1,0
735,10735,the,304.690476190476,1,0
736,10736,head,300.882352941176,1,0
737,10737,in,305.0,1,0
738,10738,advance,318.964285714286,1,0
739,10739,had,314.130952380952,1,0
740,10740,not,323.869047619048,1,0
741,10741,been,329.809523809524,1,0
742,10742,very,337.178571428571,1,0
743,10743,clever,335.761904761905,1,0
744,10744,on,333.046511627907,1,0
745,10745,the,323.75,1,0
746,10746,part,291.361445783133,1,0
747,10747,of,280.071428571429,1,0
748,10748,the,331.47619047619,1,1
749,10749,huntsman.,387.482352941176,1,1
750,10750,Right,350.542168674699,1,1
751,10751,"away,",325.035714285714,1,1
752,10752,the,318.047619047619,1,1
