token,transcript_id,sentence_id,surprisal,oov,rt,token_uid,exclude_rt,word_length,log_freq,word,prev_freq_1,prev_len_1,prev_surprisal_1,prev_freq_2,prev_len_2,prev_surprisal_2,prev_freq_3,prev_len_3,prev_surprisal_3
spun,1,1,16.62672886873901,False,453.964705882353,10049,0,4,-4.7479453,spun,-5.7388277,9.0,18.84500456995724,-1.8514401,3.0,7.1867532729013295,-5.272954,6.0,17.65855393207507
wool,1,1,7.877378320916191,False,426.872093023256,10050,0,4,-4.8429117,wool,-4.7479453,4.0,16.62672886873901,-5.7388277,9.0,18.84500456995724,-1.8514401,3.0,7.1867532729013295
into,1,1,10.03853509792788,False,392.559523809524,10051,0,4,-2.7449481,into,-4.8429117,4.0,7.877378320916191,-4.7479453,4.0,16.62672886873901,-5.7388277,9.0,18.84500456995724
money,1,1,13.338771640018216,False,384.206896551724,10052,0,5,-3.5337334,money,-2.7449481,4.0,10.03853509792788,-4.8429117,4.0,7.877378320916191,-4.7479453,4.0,16.62672886873901
for,1,1,4.702287180368793,False,385.471264367816,10053,0,3,-2.26804,for,-3.5337334,5.0,13.338771640018216,-2.7449481,4.0,10.03853509792788,-4.8429117,4.0,7.877378320916191
all,1,2,8.018512015737702,False,439.011494252874,10059,0,3,-2.8034134,all,-2.2774231,4.0,7.234381548752137,-4.1105576,6.0,14.602549321342217,-4.6311235,4.0,15.384259407673929
mill,1,2,18.88843202807636,False,429.528735632184,10060,0,4,-4.6311235,mill,-2.8034134,3.0,8.018512015737702,-2.2774231,4.0,7.234381548752137,-4.1105576,6.0,14.602549321342217
owners,1,2,14.602549321342217,False,381.528735632184,10061,0,6,-4.1105576,owners,-4.6311235,4.0,18.88843202807636,-2.8034134,3.0,8.018512015737702,-2.2774231,4.0,7.234381548752137
were,1,2,5.99917798170487,False,387.197674418605,10062,0,4,-2.6691818,were,-4.1105576,6.0,14.602549321342217,-4.6311235,4.0,18.88843202807636,-2.8034134,3.0,8.018512015737702
generally,1,2,10.095926473359851,False,378.540229885057,10063,0,9,-3.96214,generally,-2.6691818,4.0,5.99917798170487,-4.1105576,6.0,14.602549321342217,-4.6311235,4.0,18.88843202807636
busy,1,2,15.265589474791296,False,369.511904761905,10064,0,4,-4.248187,busy,-3.96214,9.0,10.095926473359851,-2.6691818,4.0,5.99917798170487,-4.1105576,6.0,14.602549321342217
as,1,2,7.785089428347423,False,388.720930232558,10065,0,2,-2.3785224,as,-4.248187,4.0,15.265589474791296,-3.96214,9.0,10.095926473359851,-2.6691818,4.0,5.99917798170487
beavers,1,2,20.14611123720315,False,359.790697674419,10066,0,7,-5.3633857,beavers,-2.3785224,2.0,7.785089428347423,-4.248187,4.0,15.265589474791296,-3.96214,9.0,10.095926473359851
and,1,2,5.462852596377787,False,362.505747126437,10067,0,3,-1.8514401,and,-5.3633857,7.0,20.14611123720315,-2.3785224,2.0,7.785089428347423,-4.248187,4.0,15.265589474791296
quite,1,2,12.276228493023892,False,385.735632183908,10068,0,5,-3.7562575,quite,-1.8514401,3.0,5.462852596377787,-5.3633857,7.0,20.14611123720315,-2.3785224,2.0,7.785089428347423
pleased,1,2,9.28527161236332,False,343.93023255814,10069,0,7,-4.5868955,pleased,-3.7562575,5.0,12.276228493023892,-1.8514401,3.0,5.462852596377787,-5.3633857,7.0,20.14611123720315
with,1,2,1.7443667928131483,False,370.379310344828,10070,0,4,-2.3359656,with,-4.5868955,7.0,9.28527161236332,-3.7562575,5.0,12.276228493023892,-1.8514401,3.0,5.462852596377787
themselves,1,2,13.859220009384092,False,371.470588235294,10071,0,10,-3.4113393,themselves,-2.3359656,4.0,1.7443667928131483,-4.5868955,7.0,9.28527161236332,-3.7562575,5.0,12.276228493023892
for,1,2,6.051421296191148,False,349.058139534884,10072,0,3,-2.26804,for,-3.4113393,10.0,13.859220009384092,-2.3359656,4.0,1.7443667928131483,-4.5868955,7.0,9.28527161236332
being,1,2,9.300872613056905,False,339.46511627907,10073,0,5,-3.2419686,being,-2.26804,3.0,6.051421296191148,-3.4113393,10.0,13.859220009384092,-2.3359656,4.0,1.7443667928131483
so,1,2,4.358969331975474,False,345.964705882353,10074,0,2,-2.8486075,so,-3.2419686,5.0,9.300872613056905,-2.26804,3.0,6.051421296191148,-3.4113393,10.0,13.859220009384092
successful,1,2,8.761347905854414,False,380.476744186047,10075,0,10,-4.1190653,successful,-2.8486075,2.0,4.358969331975474,-3.2419686,5.0,9.300872613056905,-2.26804,3.0,6.051421296191148
and,1,2,5.956448283846234,False,362.952941176471,10076,0,3,-1.8514401,and,-4.1190653,10.0,8.761347905854414,-2.8486075,2.0,4.358969331975474,-3.2419686,5.0,9.300872613056905
well,1,2,10.782692059684198,False,361.27380952381,10077,0,4,-3.3329673,well,-1.8514401,3.0,5.956448283846234,-4.1190653,10.0,8.761347905854414,-2.8486075,2.0,4.358969331975474
off,1,2,8.063178968530671,False,357.091954022988,10078,0,3,-3.0705445,off,-3.3329673,4.0,10.782692059684198,-1.8514401,3.0,5.956448283846234,-4.1190653,10.0,8.761347905854414
was,1,2,9.9196299382605,False,353.413793103448,10079,0,3,-2.3915732,was,-3.0705445,3.0,8.063178968530671,-3.3329673,4.0,10.782692059684198,-1.8514401,3.0,5.956448283846234
known,1,2,10.178376233447334,False,357.023255813953,10080,0,5,-3.7844818,known,-2.3915732,3.0,9.9196299382605,-3.0705445,3.0,8.063178968530671,-3.3329673,4.0,10.782692059684198
to,1,2,2.0423630926640177,False,344.453488372093,10081,0,2,-2.120854,to,-3.7844818,5.0,10.178376233447334,-2.3915732,3.0,9.9196299382605,-3.0705445,3.0,8.063178968530671
the,1,2,4.675398462044745,False,381.802325581395,10082,0,3,-2.2181478,the,-2.120854,2.0,2.0423630926640177,-3.7844818,5.0,10.178376233447334,-2.3915732,3.0,9.9196299382605
residents,1,2,14.238445186868937,False,365.5,10083,0,9,-3.9825678,residents,-2.2181478,3.0,4.675398462044745,-2.120854,2.0,2.0423630926640177,-3.7844818,5.0,10.178376233447334
if,1,2,9.425936437634086,False,328.686046511628,10087,0,2,-2.916307,if,-1.8514401,3.0,7.066897701982436,-5.165077,8.0,21.196838396313048,-2.1558447,2.0,1.1194157562848484
you,1,2,2.6247218449604635,False,329.862068965517,10088,0,3,-2.7033205,you,-2.916307,2.0,9.425936437634086,-1.8514401,3.0,7.066897701982436,-5.165077,8.0,21.196838396313048
were,1,2,5.132713784005445,False,331.604651162791,10089,0,4,-2.6691818,were,-2.7033205,3.0,2.6247218449604635,-2.916307,2.0,9.425936437634086,-1.8514401,3.0,7.066897701982436
to,1,2,4.070209445470556,False,315.418604651163,10090,0,2,-2.120854,to,-2.6691818,4.0,5.132713784005445,-2.7033205,3.0,2.6247218449604635,-2.916307,2.0,9.425936437634086
go,1,2,5.536876168711232,False,344.793103448276,10091,0,2,-3.458744,go,-2.120854,2.0,4.070209445470556,-2.6691818,4.0,5.132713784005445,-2.7033205,3.0,2.6247218449604635
into,1,2,5.86169347008448,False,332.282352941176,10092,0,4,-2.7449481,into,-3.458744,2.0,5.536876168711232,-2.120854,2.0,4.070209445470556,-2.6691818,4.0,5.132713784005445
the,1,2,1.309587206643395,False,326.129411764706,10093,0,3,-2.2181478,the,-2.7449481,4.0,5.86169347008448,-3.458744,2.0,5.536876168711232,-2.120854,2.0,4.070209445470556
city,1,2,7.32688507586187,False,319.583333333333,10094,0,4,-3.5701954,city,-2.2181478,3.0,1.309587206643395,-2.7449481,4.0,5.86169347008448,-3.458744,2.0,5.536876168711232
to,1,2,5.555169605279412,False,319.081395348837,10095,0,2,-2.120854,to,-3.5701954,4.0,7.32688507586187,-2.2181478,3.0,1.309587206643395,-2.7449481,4.0,5.86169347008448
visit,1,2,8.40626396616737,False,330.918604651163,10096,0,5,-4.0940256,visit,-2.120854,2.0,5.555169605279412,-3.5701954,4.0,7.32688507586187,-2.2181478,3.0,1.309587206643395
the,1,2,2.793178873251245,False,370.732558139535,10097,0,3,-2.2181478,the,-4.0940256,5.0,8.40626396616737,-2.120854,2.0,5.555169605279412,-3.5701954,4.0,7.32688507586187
stately,1,2,20.65585005578323,False,393.697674418605,10098,0,7,-5.31582,stately,-2.2181478,3.0,2.793178873251245,-4.0940256,5.0,8.40626396616737,-2.120854,2.0,5.555169605279412
would,1,2,7.006795278455524,False,327.793103448276,10102,0,5,-2.7413328,would,-2.7033205,3.0,11.490592416214056,-4.010647,4.0,5.336717183114523,-3.5701954,4.0,12.33796641591278
see,1,2,6.1995488298097285,False,333.441860465116,10103,0,3,-3.7025783,see,-2.7413328,5.0,7.006795278455524,-2.7033205,3.0,11.490592416214056,-4.010647,4.0,5.336717183114523
there,1,2,9.875570456659124,False,341.116279069767,10104,0,5,-3.011933,there,-3.7025783,3.0,6.1995488298097285,-2.7413328,5.0,7.006795278455524,-2.7033205,3.0,11.490592416214056
the,1,2,7.905611079151752,False,391.229885057471,10105,0,3,-2.2181478,the,-3.011933,5.0,9.875570456659124,-3.7025783,3.0,6.1995488298097285,-2.7413328,5.0,7.006795278455524
crest,1,2,15.397614269776437,False,381.244186046512,10106,0,5,-5.05339,crest,-2.2181478,3.0,7.905611079151752,-3.011933,5.0,9.875570456659124,-3.7025783,3.0,6.1995488298097285
of,1,2,0.405682225948538,False,333.638554216867,10107,0,2,-2.1558447,of,-5.05339,5.0,15.397614269776437,-2.2181478,3.0,7.905611079151752,-3.011933,5.0,9.875570456659124
the,1,2,1.6016604643739,False,341.714285714286,10108,0,3,-2.2181478,the,-2.1558447,2.0,0.405682225948538,-5.05339,5.0,15.397614269776437,-2.2181478,3.0,7.905611079151752
city,1,2,8.467826854984105,False,353.953488372093,10109,0,4,-3.5701954,city,-2.2181478,3.0,1.6016604643739,-2.1558447,2.0,0.405682225948538,-5.05339,5.0,15.397614269776437
those,1,2,11.390654297089364,False,356.635294117647,10113,0,5,-3.2661972,those,-3.0442102,5.0,11.029193889914042,-5.165077,8.0,20.608513239382887,-2.1558447,2.0,3.0406457669060645
same,1,2,8.249836570290267,False,394.091954022988,10114,0,4,-4.496151,same,-3.2661972,5.0,11.390654297089364,-3.0442102,5.0,11.029193889914042,-5.165077,8.0,20.608513239382887
mill,1,2,16.250838050728223,False,350.5,10115,0,4,-4.6311235,mill,-4.496151,4.0,8.249836570290267,-3.2661972,5.0,11.390654297089364,-3.0442102,5.0,11.029193889914042
owners,1,2,14.602549321342217,False,380.058139534884,10116,0,6,-4.1105576,owners,-4.6311235,4.0,16.250838050728223,-4.496151,4.0,8.249836570290267,-3.2661972,5.0,11.390654297089364
created,1,2,14.180264178088834,False,360.837209302326,10117,0,7,-3.8189523,created,-4.1105576,6.0,14.602549321342217,-4.6311235,4.0,16.250838050728223,-4.496151,4.0,8.249836570290267
to,1,2,5.688909496568842,False,371.529411764706,10118,0,2,-2.120854,to,-3.8189523,7.0,14.180264178088834,-4.1105576,6.0,14.602549321342217,-4.6311235,4.0,16.250838050728223
celebrate,1,2,11.367620288399577,False,342.952941176471,10119,0,9,-4.701749,celebrate,-2.120854,2.0,5.688909496568842,-3.8189523,7.0,14.180264178088834,-4.1105576,6.0,14.602549321342217
shows,1,3,8.964198931321034,False,338.908045977012,10123,0,5,-3.614459,shows,-2.6222126,2.0,6.308283005067171,-4.650158,12.0,15.832275351543265,-2.8693774,5.0,5.778548325764641
a,1,3,3.3904697743230194,False,380.290697674419,10124,0,1,-2.3968077,a,-3.614459,5.0,8.964198931321034,-2.6222126,2.0,6.308283005067171,-4.650158,12.0,15.832275351543265
sinister,1,3,14.884281312646886,False,426.883720930233,10125,0,8,-5.165077,sinister,-2.3968077,1.0,3.3904697743230194,-3.614459,5.0,8.964198931321034,-2.6222126,2.0,6.308283005067171
top,1,3,4.566062359661345,False,349.919540229885,10131,0,3,-3.714824,top,-2.2970798,2.0,2.9473773567412067,-3.9313316,7.0,14.770639055284756,-3.5986214,4.0,11.954361426577217
of,1,3,0.1305045206122591,False,350.045977011494,10132,0,2,-2.1558447,of,-3.714824,3.0,4.566062359661345,-2.2970798,2.0,2.9473773567412067,-3.9313316,7.0,14.770639055284756
a,1,3,3.0027002016847306,False,343.139534883721,10133,0,1,-2.3968077,a,-2.1558447,2.0,0.1305045206122591,-3.714824,3.0,4.566062359661345,-2.2970798,2.0,2.9473773567412067
well,1,3,9.548224269347475,False,375.662790697674,10134,0,4,-3.3329673,well,-2.3968077,1.0,3.0027002016847306,-2.1558447,2.0,0.1305045206122591,-3.714824,3.0,4.566062359661345
which,1,3,12.022665107195309,False,423.235294117647,10135,0,5,-3.0442102,which,-3.3329673,4.0,9.548224269347475,-2.3968077,1.0,3.0027002016847306,-2.1558447,2.0,0.1305045206122591
seems,1,3,9.578450515183086,False,425.964705882353,10136,0,5,-3.5825076,seems,-3.0442102,5.0,12.022665107195309,-3.3329673,4.0,9.548224269347475,-2.3968077,1.0,3.0027002016847306
puzzling,1,3,19.588504955940635,False,375.206896551724,10137,0,8,-5.078736,puzzling,-3.5825076,5.0,9.578450515183086,-3.0442102,5.0,12.022665107195309,-3.3329673,4.0,9.548224269347475
the,1,3,5.436083075464867,False,358.850574712644,10141,0,3,-2.2181478,the,-2.7439811,3.0,5.567360609603503,-3.2086897,5.0,7.22956454772572,-2.388793,2.0,8.923529249850052
reason,1,3,10.353724733323304,False,340.873563218391,10142,0,6,-3.9931538,reason,-2.2181478,3.0,5.436083075464867,-2.7439811,3.0,5.567360609603503,-3.2086897,5.0,7.22956454772572
for,1,3,3.2285484074051403,False,341.310344827586,10143,0,3,-2.26804,for,-3.9931538,6.0,10.353724733323304,-2.2181478,3.0,5.436083075464867,-2.7439811,3.0,5.567360609603503
this,1,3,3.212810191087122,False,340.558139534884,10144,0,4,-2.7346632,this,-2.26804,3.0,3.2285484074051403,-3.9931538,6.0,10.353724733323304,-2.2181478,3.0,5.436083075464867
symbol,1,3,13.969592852041018,False,348.885057471264,10145,0,6,-4.496151,symbol,-2.7346632,4.0,3.212810191087122,-2.26804,3.0,3.2285484074051403,-3.9931538,6.0,10.353724733323304
is,1,3,6.770646594792156,False,328.151162790698,10146,0,2,-2.223688,is,-4.496151,6.0,13.969592852041018,-2.7346632,4.0,3.212810191087122,-2.26804,3.0,3.2285484074051403
a,1,3,4.429931392064983,False,355.448275862069,10147,0,1,-2.3968077,a,-2.223688,2.0,6.770646594792156,-4.496151,6.0,13.969592852041018,-2.7346632,4.0,3.212810191087122
matter,1,3,8.12227395613098,False,327.264367816092,10148,0,6,-4.0703506,matter,-2.3968077,1.0,4.429931392064983,-2.223688,2.0,6.770646594792156,-4.496151,6.0,13.969592852041018
lived,1,4,13.628441149291772,False,324.905882352941,10161,0,5,-4.0242453,lived,-3.0442102,5.0,10.73885513271755,-6.006647,4.0,20.581567496383748,-5.548632,8.0,19.11370959104117
in,1,4,3.0327025068692026,False,302.56976744186,10162,0,2,-2.0439873,in,-4.0242453,5.0,13.628441149291772,-3.0442102,5.0,10.73885513271755,-6.006647,4.0,20.581567496383748
a,1,4,3.255376141007216,False,363.197674418605,10163,0,1,-2.3968077,a,-2.0439873,2.0,3.0327025068692026,-4.0242453,5.0,13.628441149291772,-3.0442102,5.0,10.73885513271755
wood,1,4,14.99663259472571,False,357.767441860465,10164,0,4,-4.033553,wood,-2.3968077,1.0,3.255376141007216,-2.0439873,2.0,3.0327025068692026,-4.0242453,5.0,13.628441149291772
located,1,4,15.666579069935784,False,424.873563218391,10165,0,7,-4.222003,located,-4.033553,4.0,14.99663259472571,-2.3968077,1.0,3.255376141007216,-2.0439873,2.0,3.0327025068692026
just,1,4,6.322345527547366,False,342.741176470588,10166,0,4,-2.9982753,just,-4.222003,7.0,15.666579069935784,-4.033553,4.0,14.99663259472571,-2.3968077,1.0,3.255376141007216
outside,1,4,4.979673812230608,False,323.744186046512,10167,0,7,-3.4500659,outside,-2.9982753,4.0,6.322345527547366,-4.222003,7.0,15.666579069935784,-4.033553,4.0,14.99663259472571
the,1,4,1.0005162396842733,False,350.360465116279,10168,0,3,-2.2181478,the,-3.4500659,7.0,4.979673812230608,-2.9982753,4.0,6.322345527547366,-4.222003,7.0,15.666579069935784
manor,1,4,16.417628889293695,False,353.333333333333,10169,0,5,-5.13435,manor,-2.2181478,3.0,1.0005162396842733,-3.4500659,7.0,4.979673812230608,-2.9982753,4.0,6.322345527547366
source,1,5,10.694166003662044,False,345.793103448276,10173,0,6,-3.9350653,source,-2.3968077,1.0,6.214634232399364,-5.165077,8.0,19.727806733074857,-2.1558447,2.0,5.234244237981109
of,1,5,1.277967123306739,False,333.804597701149,10174,0,2,-2.1558447,of,-3.9350653,6.0,10.694166003662044,-2.3968077,1.0,6.214634232399364,-5.165077,8.0,19.727806733074857
great,1,5,6.384037117887745,False,358.310344827586,10175,0,5,-3.6637518,great,-2.1558447,2.0,1.277967123306739,-3.9350653,6.0,10.694166003662044,-2.3968077,1.0,6.214634232399364
trouble,1,5,15.55182166337188,False,338.46511627907,10176,0,7,-4.1707053,trouble,-3.6637518,5.0,6.384037117887745,-2.1558447,2.0,1.277967123306739,-3.9350653,6.0,10.694166003662044
to,1,5,6.136490627290612,False,319.209302325581,10177,0,2,-2.120854,to,-4.1707053,7.0,15.55182166337188,-3.6637518,5.0,6.384037117887745,-2.1558447,2.0,1.277967123306739
the,1,5,5.100536423071418,False,308.941860465116,10178,0,3,-2.2181478,the,-2.120854,2.0,6.136490627290612,-4.1707053,7.0,15.55182166337188,-3.6637518,5.0,6.384037117887745
local,1,5,9.15511991955304,False,307.447058823529,10179,0,5,-3.8048341,local,-2.2181478,3.0,5.100536423071418,-2.120854,2.0,6.136490627290612,-4.1707053,7.0,15.55182166337188
folk,1,5,10.410603678688837,False,336.046511627907,10180,0,4,-4.314723,folk,-3.8048341,5.0,9.15511991955304,-2.2181478,3.0,5.100536423071418,-2.120854,2.0,6.136490627290612
the,1,5,8.930730991108389,False,346.235294117647,10181,0,3,-2.2181478,the,-4.314723,4.0,10.410603678688837,-3.8048341,5.0,9.15511991955304,-2.2181478,3.0,5.100536423071418
terror,1,5,10.87380006627296,False,347.423529411765,10185,0,6,-4.387977,terror,-4.292815,8.0,12.148021183232329,-2.3915732,3.0,8.57084193053557,-6.006647,4.0,22.467520815379284
to,1,5,2.505751344519541,False,320.5,10186,0,2,-2.120854,to,-4.387977,6.0,10.87380006627296,-4.292815,8.0,12.148021183232329,-2.3915732,3.0,8.57084193053557
the,1,5,5.131863957944717,False,332.151162790698,10187,0,3,-2.2181478,the,-2.120854,2.0,2.505751344519541,-4.387977,6.0,10.87380006627296,-4.292815,8.0,12.148021183232329
peaceful,1,5,13.874486782120892,False,336.860465116279,10188,0,8,-4.5391574,peaceful,-2.2181478,3.0,5.131863957944717,-2.120854,2.0,2.505751344519541,-4.387977,6.0,10.87380006627296
flocks,1,5,20.31441322965853,False,329.511627906977,10189,0,6,-5.7388277,flocks,-4.5391574,8.0,13.874486782120892,-2.2181478,3.0,5.131863957944717,-2.120854,2.0,2.505751344519541
and,1,5,6.931746845989197,False,341.686046511628,10190,0,3,-1.8514401,and,-5.7388277,6.0,20.31441322965853,-4.5391574,8.0,13.874486782120892,-2.2181478,3.0,5.131863957944717
ravaging,1,5,22.900767368400118,False,359.860465116279,10191,0,8,-6.188227,ravaging,-1.8514401,3.0,6.931746845989197,-5.7388277,6.0,20.31441322965853,-4.5391574,8.0,13.874486782120892
the,1,5,7.768257645083134,False,397.116279069767,10192,0,3,-2.2181478,the,-6.188227,8.0,22.900767368400118,-1.8514401,3.0,6.931746845989197,-5.7388277,6.0,20.31441322965853
boar,1,6,22.69570822079248,False,337.505882352941,10199,0,4,-6.006647,boar,-2.2181478,3.0,6.732374325703115,-4.2559676,7.0,18.937351279210475,-4.200752,5.0,8.490656525254819
most,1,6,11.650610782603124,False,356.476744186047,10200,0,4,-3.318676,most,-6.006647,4.0,22.69570822079248,-2.2181478,3.0,6.732374325703115,-4.2559676,7.0,18.937351279210475
liked,1,6,13.586855904981832,False,343.023255813953,10201,0,5,-4.200752,liked,-3.318676,4.0,11.650610782603124,-6.006647,4.0,22.69570822079248,-2.2181478,3.0,6.732374325703115
to,1,6,3.217570365440792,False,331.96511627907,10202,0,2,-2.120854,to,-4.200752,5.0,13.586855904981832,-3.318676,4.0,11.650610782603124,-6.006647,4.0,22.69570822079248
go,1,6,7.68520674987907,False,309.564705882353,10203,0,2,-3.458744,go,-2.120854,2.0,3.217570365440792,-4.200752,5.0,13.586855904981832,-3.318676,4.0,11.650610782603124
to,1,6,3.16819768893877,False,318.418604651163,10204,0,2,-2.120854,to,-3.458744,2.0,7.68520674987907,-2.120854,2.0,3.217570365440792,-4.200752,5.0,13.586855904981832
the,1,6,2.242850960154219,False,323.895348837209,10205,0,3,-2.2181478,the,-2.120854,2.0,3.16819768893877,-3.458744,2.0,7.68520674987907,-2.120854,2.0,3.217570365440792
well,1,6,11.631814816085708,False,349.56976744186,10206,0,4,-3.3329673,well,-2.2181478,3.0,2.242850960154219,-2.120854,2.0,3.16819768893877,-3.458744,2.0,7.68520674987907
that,1,6,8.259577493608894,False,338.290697674419,10207,0,4,-2.2774231,that,-3.3329673,4.0,11.631814816085708,-2.2181478,3.0,2.242850960154219,-2.120854,2.0,3.16819768893877
was,1,6,6.532729750196287,False,324.523255813953,10208,0,3,-2.3915732,was,-2.2774231,4.0,8.259577493608894,-3.3329673,4.0,11.631814816085708,-2.2181478,3.0,2.242850960154219
