token,transcript_id,sentence_id,surprisal,oov,rt,token_uid,exclude_rt,word_length,log_freq,word,prev_freq_1,prev_len_1,prev_surprisal_1,prev_freq_2,prev_len_2,prev_surprisal_2,prev_freq_3,prev_len_3,prev_surprisal_3
the,1,2,4.853496026465715,False,381.802325581395,10082,0,3,-2.2181478,the,-2.120854,2.0,2.151297646293654,-3.7844818,5.0,10.182680012397936,-2.3915732,3.0,9.69353185358188
residents,1,2,13.918217381828779,False,365.5,10083,0,9,-3.9825678,residents,-2.2181478,3.0,4.853496026465715,-2.120854,2.0,2.151297646293654,-3.7844818,5.0,10.182680012397936
if,1,2,9.34550392542794,False,328.686046511628,10087,0,2,-2.916307,if,-1.8514401,3.0,7.538936874252509,-5.165077,8.0,22.867336652628158,-2.1558447,2.0,1.127118938479531
you,1,2,2.668289884743871,False,329.862068965517,10088,0,3,-2.7033205,you,-2.916307,2.0,9.34550392542794,-1.8514401,3.0,7.538936874252509,-5.165077,8.0,22.867336652628158
were,1,2,5.233572218025352,False,331.604651162791,10089,0,4,-2.6691818,were,-2.7033205,3.0,2.668289884743871,-2.916307,2.0,9.34550392542794,-1.8514401,3.0,7.538936874252509
to,1,2,3.992399672313897,False,315.418604651163,10090,0,2,-2.120854,to,-2.6691818,4.0,5.233572218025352,-2.7033205,3.0,2.668289884743871,-2.916307,2.0,9.34550392542794
go,1,2,5.617383525803435,False,344.793103448276,10091,0,2,-3.458744,go,-2.120854,2.0,3.992399672313897,-2.6691818,4.0,5.233572218025352,-2.7033205,3.0,2.668289884743871
into,1,2,6.8582323376823435,False,332.282352941176,10092,0,4,-2.7449481,into,-3.458744,2.0,5.617383525803435,-2.120854,2.0,3.992399672313897,-2.6691818,4.0,5.233572218025352
the,1,2,1.2659780813735937,False,326.129411764706,10093,0,3,-2.2181478,the,-2.7449481,4.0,6.8582323376823435,-3.458744,2.0,5.617383525803435,-2.120854,2.0,3.992399672313897
city,1,2,7.210244271001219,False,319.583333333333,10094,0,4,-3.5701954,city,-2.2181478,3.0,1.2659780813735937,-2.7449481,4.0,6.8582323376823435,-3.458744,2.0,5.617383525803435
to,1,2,5.589601816907654,False,319.081395348837,10095,0,2,-2.120854,to,-3.5701954,4.0,7.210244271001219,-2.2181478,3.0,1.2659780813735937,-2.7449481,4.0,6.8582323376823435
visit,1,2,8.229246702535619,False,330.918604651163,10096,0,5,-4.0940256,visit,-2.120854,2.0,5.589601816907654,-3.5701954,4.0,7.210244271001219,-2.2181478,3.0,1.2659780813735937
the,1,2,3.4146149721677004,False,370.732558139535,10097,0,3,-2.2181478,the,-4.0940256,5.0,8.229246702535619,-2.120854,2.0,5.589601816907654,-3.5701954,4.0,7.210244271001219
stately,1,2,15.103117463354572,False,393.697674418605,10098,0,7,-5.31582,stately,-2.2181478,3.0,3.4146149721677004,-4.0940256,5.0,8.229246702535619,-2.120854,2.0,5.589601816907654
would,1,2,7.089938046747233,False,327.793103448276,10102,0,5,-2.7413328,would,-2.7033205,3.0,11.952595245668157,-4.010647,4.0,5.787722566374556,-3.5701954,4.0,13.32527104819048
see,1,2,6.152708207283611,False,333.441860465116,10103,0,3,-3.7025783,see,-2.7413328,5.0,7.089938046747233,-2.7033205,3.0,11.952595245668157,-4.010647,4.0,5.787722566374556
there,1,2,9.82672961445326,False,341.116279069767,10104,0,5,-3.011933,there,-3.7025783,3.0,6.152708207283611,-2.7413328,5.0,7.089938046747233,-2.7033205,3.0,11.952595245668157
the,1,2,8.021783806471035,False,391.229885057471,10105,0,3,-2.2181478,the,-3.011933,5.0,9.82672961445326,-3.7025783,3.0,6.152708207283611,-2.7413328,5.0,7.089938046747233
crest,1,2,14.796989207232947,False,381.244186046512,10106,0,5,-5.05339,crest,-2.2181478,3.0,8.021783806471035,-3.011933,5.0,9.82672961445326,-3.7025783,3.0,6.152708207283611
of,1,2,0.9861298843703596,False,333.638554216867,10107,0,2,-2.1558447,of,-5.05339,5.0,14.796989207232947,-2.2181478,3.0,8.021783806471035,-3.011933,5.0,9.82672961445326
the,1,2,1.6525688470564908,False,341.714285714286,10108,0,3,-2.2181478,the,-2.1558447,2.0,0.9861298843703596,-5.05339,5.0,14.796989207232947,-2.2181478,3.0,8.021783806471035
city,1,2,8.480368323457192,False,353.953488372093,10109,0,4,-3.5701954,city,-2.2181478,3.0,1.6525688470564908,-2.1558447,2.0,0.9861298843703596,-5.05339,5.0,14.796989207232947
those,1,2,11.450394772331324,False,356.635294117647,10113,0,5,-3.2661972,those,-3.0442102,5.0,11.21367584191705,-5.165077,8.0,20.455264177132715,-2.1558447,2.0,3.5983484753101407
same,1,2,8.54997961155549,False,394.091954022988,10114,0,4,-4.496151,same,-3.2661972,5.0,11.450394772331324,-3.0442102,5.0,11.21367584191705,-5.165077,8.0,20.455264177132715
mill,1,2,13.931761732174554,False,350.5,10115,0,4,-4.6311235,mill,-4.496151,4.0,8.54997961155549,-3.2661972,5.0,11.450394772331324,-3.0442102,5.0,11.21367584191705
owners,1,2,19.38579015608674,False,380.058139534884,10116,0,6,-4.1105576,owners,-4.6311235,4.0,13.931761732174554,-4.496151,4.0,8.54997961155549,-3.2661972,5.0,11.450394772331324
created,1,2,12.917363548147872,False,360.837209302326,10117,0,7,-3.8189523,created,-4.1105576,6.0,19.38579015608674,-4.6311235,4.0,13.931761732174554,-4.496151,4.0,8.54997961155549
to,1,2,5.84933257974918,False,371.529411764706,10118,0,2,-2.120854,to,-3.8189523,7.0,12.917363548147872,-4.1105576,6.0,19.38579015608674,-4.6311235,4.0,13.931761732174554
celebrate,1,2,13.063011399410554,False,342.952941176471,10119,0,9,-4.701749,celebrate,-2.120854,2.0,5.84933257974918,-3.8189523,7.0,12.917363548147872,-4.1105576,6.0,19.38579015608674
shows,1,3,9.676359407284627,False,338.908045977012,10123,0,5,-3.614459,shows,-2.6222126,2.0,5.563527680227089,-4.650158,12.0,16.284562255474675,-2.8693774,5.0,6.198886313966487
a,1,3,3.3031055960558406,False,380.290697674419,10124,0,1,-2.3968077,a,-3.614459,5.0,9.676359407284627,-2.6222126,2.0,5.563527680227089,-4.650158,12.0,16.284562255474675
sinister,1,3,14.811356257318314,False,426.883720930233,10125,0,8,-5.165077,sinister,-2.3968077,1.0,3.3031055960558406,-3.614459,5.0,9.676359407284627,-2.6222126,2.0,5.563527680227089
top,1,3,4.564769800359287,False,349.919540229885,10131,0,3,-3.714824,top,-2.2970798,2.0,3.0758262293925283,-3.9313316,7.0,17.206025712786833,-3.5986214,4.0,10.652423941495606
of,1,3,0.0577424335879997,False,350.045977011494,10132,0,2,-2.1558447,of,-3.714824,3.0,4.564769800359287,-2.2970798,2.0,3.0758262293925283,-3.9313316,7.0,17.206025712786833
a,1,3,2.9751683717471598,False,343.139534883721,10133,0,1,-2.3968077,a,-2.1558447,2.0,0.0577424335879997,-3.714824,3.0,4.564769800359287,-2.2970798,2.0,3.0758262293925283
well,1,3,9.809707748938669,False,375.662790697674,10134,0,4,-3.3329673,well,-2.3968077,1.0,2.9751683717471598,-2.1558447,2.0,0.0577424335879997,-3.714824,3.0,4.564769800359287
which,1,3,12.149845180825858,False,423.235294117647,10135,0,5,-3.0442102,which,-3.3329673,4.0,9.809707748938669,-2.3968077,1.0,2.9751683717471598,-2.1558447,2.0,0.0577424335879997
seems,1,3,9.5589616889632,False,425.964705882353,10136,0,5,-3.5825076,seems,-3.0442102,5.0,12.149845180825858,-3.3329673,4.0,9.809707748938669,-2.3968077,1.0,2.9751683717471598
puzzling,1,3,21.949772405977082,False,375.206896551724,10137,0,8,-5.078736,puzzling,-3.5825076,5.0,9.5589616889632,-3.0442102,5.0,12.149845180825858,-3.3329673,4.0,9.809707748938669
the,1,3,5.856841224640818,False,358.850574712644,10141,0,3,-2.2181478,the,-2.7439811,3.0,7.075315177633334,-3.2086897,5.0,7.316815468652093,-2.388793,2.0,8.211424115541627
reason,1,3,10.062133017293563,False,340.873563218391,10142,0,6,-3.9931538,reason,-2.2181478,3.0,5.856841224640818,-2.7439811,3.0,7.075315177633334,-3.2086897,5.0,7.316815468652093
for,1,3,3.727779043583337,False,341.310344827586,10143,0,3,-2.26804,for,-3.9931538,6.0,10.062133017293563,-2.2181478,3.0,5.856841224640818,-2.7439811,3.0,7.075315177633334
this,1,3,3.2385447537476137,False,340.558139534884,10144,0,4,-2.7346632,this,-2.26804,3.0,3.727779043583337,-3.9931538,6.0,10.062133017293563,-2.2181478,3.0,5.856841224640818
symbol,1,3,13.637615785906377,False,348.885057471264,10145,0,6,-4.496151,symbol,-2.7346632,4.0,3.2385447537476137,-2.26804,3.0,3.727779043583337,-3.9931538,6.0,10.062133017293563
is,1,3,8.255111352736161,False,328.151162790698,10146,0,2,-2.223688,is,-4.496151,6.0,13.637615785906377,-2.7346632,4.0,3.2385447537476137,-2.26804,3.0,3.727779043583337
a,1,3,4.752107342168401,False,355.448275862069,10147,0,1,-2.3968077,a,-2.223688,2.0,8.255111352736161,-4.496151,6.0,13.637615785906377,-2.7346632,4.0,3.2385447537476137
matter,1,3,8.291053530240244,False,327.264367816092,10148,0,6,-4.0703506,matter,-2.3968077,1.0,4.752107342168401,-2.223688,2.0,8.255111352736161,-4.496151,6.0,13.637615785906377
lived,1,4,13.8402664330008,False,324.905882352941,10161,0,5,-4.0242453,lived,-3.0442102,5.0,10.945026261489453,-6.006647,4.0,20.652328782096376,-5.548632,8.0,18.051744610891518
in,1,4,3.060939819158678,False,302.56976744186,10162,0,2,-2.0439873,in,-4.0242453,5.0,13.8402664330008,-3.0442102,5.0,10.945026261489453,-6.006647,4.0,20.652328782096376
a,1,4,3.2293332886970147,False,363.197674418605,10163,0,1,-2.3968077,a,-2.0439873,2.0,3.060939819158678,-4.0242453,5.0,13.8402664330008,-3.0442102,5.0,10.945026261489453
wood,1,4,11.616102142070073,False,357.767441860465,10164,0,4,-4.033553,wood,-2.3968077,1.0,3.2293332886970147,-2.0439873,2.0,3.060939819158678,-4.0242453,5.0,13.8402664330008
located,1,4,18.49503087276817,False,424.873563218391,10165,0,7,-4.222003,located,-4.033553,4.0,11.616102142070073,-2.3968077,1.0,3.2293332886970147,-2.0439873,2.0,3.060939819158678
just,1,4,6.737412297345509,False,342.741176470588,10166,0,4,-2.9982753,just,-4.222003,7.0,18.49503087276817,-4.033553,4.0,11.616102142070073,-2.3968077,1.0,3.2293332886970147
outside,1,4,5.175662496433464,False,323.744186046512,10167,0,7,-3.4500659,outside,-2.9982753,4.0,6.737412297345509,-4.222003,7.0,18.49503087276817,-4.033553,4.0,11.616102142070073
the,1,4,0.934226638910013,False,350.360465116279,10168,0,3,-2.2181478,the,-3.4500659,7.0,5.175662496433464,-2.9982753,4.0,6.737412297345509,-4.222003,7.0,18.49503087276817
manor,1,4,16.575340132369718,False,353.333333333333,10169,0,5,-5.13435,manor,-2.2181478,3.0,0.934226638910013,-3.4500659,7.0,5.175662496433464,-2.9982753,4.0,6.737412297345509
source,1,5,10.795631116864168,False,345.793103448276,10173,0,6,-3.9350653,source,-2.3968077,1.0,6.165088897853318,-5.165077,8.0,19.412933901429938,-2.1558447,2.0,5.349487542297349
of,1,5,1.4321648147873245,False,333.804597701149,10174,0,2,-2.1558447,of,-3.9350653,6.0,10.795631116864168,-2.3968077,1.0,6.165088897853318,-5.165077,8.0,19.412933901429938
great,1,5,6.291816734130024,False,358.310344827586,10175,0,5,-3.6637518,great,-2.1558447,2.0,1.4321648147873245,-3.9350653,6.0,10.795631116864168,-2.3968077,1.0,6.165088897853318
trouble,1,5,15.480577251939732,False,338.46511627907,10176,0,7,-4.1707053,trouble,-3.6637518,5.0,6.291816734130024,-2.1558447,2.0,1.4321648147873245,-3.9350653,6.0,10.795631116864168
to,1,5,6.664555354823296,False,319.209302325581,10177,0,2,-2.120854,to,-4.1707053,7.0,15.480577251939732,-3.6637518,5.0,6.291816734130024,-2.1558447,2.0,1.4321648147873245
the,1,5,5.7181663229279085,False,308.941860465116,10178,0,3,-2.2181478,the,-2.120854,2.0,6.664555354823296,-4.1707053,7.0,15.480577251939732,-3.6637518,5.0,6.291816734130024
local,1,5,9.183599784713994,False,307.447058823529,10179,0,5,-3.8048341,local,-2.2181478,3.0,5.7181663229279085,-2.120854,2.0,6.664555354823296,-4.1707053,7.0,15.480577251939732
folk,1,5,10.384344607818916,False,336.046511627907,10180,0,4,-4.314723,folk,-3.8048341,5.0,9.183599784713994,-2.2181478,3.0,5.7181663229279085,-2.120854,2.0,6.664555354823296
the,1,5,10.86084200086796,False,346.235294117647,10181,0,3,-2.2181478,the,-4.314723,4.0,10.384344607818916,-3.8048341,5.0,9.183599784713994,-2.2181478,3.0,5.7181663229279085
terror,1,5,10.888250277342834,False,347.423529411765,10185,0,6,-4.387977,terror,-4.292815,8.0,12.304132963372993,-2.3915732,3.0,8.580713535401282,-6.006647,4.0,22.225530270556614
to,1,5,2.6825195212024573,False,320.5,10186,0,2,-2.120854,to,-4.387977,6.0,10.888250277342834,-4.292815,8.0,12.304132963372993,-2.3915732,3.0,8.580713535401282
the,1,5,5.969022620708436,False,332.151162790698,10187,0,3,-2.2181478,the,-2.120854,2.0,2.6825195212024573,-4.387977,6.0,10.888250277342834,-4.292815,8.0,12.304132963372993
peaceful,1,5,13.619816761191327,False,336.860465116279,10188,0,8,-4.5391574,peaceful,-2.2181478,3.0,5.969022620708436,-2.120854,2.0,2.6825195212024573,-4.387977,6.0,10.888250277342834
flocks,1,5,21.940808443856564,False,329.511627906977,10189,0,6,-5.7388277,flocks,-4.5391574,8.0,13.619816761191327,-2.2181478,3.0,5.969022620708436,-2.120854,2.0,2.6825195212024573
and,1,5,5.961502491680841,False,341.686046511628,10190,0,3,-1.8514401,and,-5.7388277,6.0,21.940808443856564,-4.5391574,8.0,13.619816761191327,-2.2181478,3.0,5.969022620708436
ravaging,1,5,24.179751629748313,False,359.860465116279,10191,0,8,-6.188227,ravaging,-1.8514401,3.0,5.961502491680841,-5.7388277,6.0,21.940808443856564,-4.5391574,8.0,13.619816761191327
the,1,5,5.773448181386211,False,397.116279069767,10192,0,3,-2.2181478,the,-6.188227,8.0,24.179751629748313,-1.8514401,3.0,5.961502491680841,-5.7388277,6.0,21.940808443856564
boar,1,6,22.751338959381023,False,337.505882352941,10199,0,4,-6.006647,boar,-2.2181478,3.0,6.539073349295447,-4.2559676,7.0,21.142428540178006,-4.200752,5.0,8.505733529760658
most,1,6,11.848628174846423,False,356.476744186047,10200,0,4,-3.318676,most,-6.006647,4.0,22.751338959381023,-2.2181478,3.0,6.539073349295447,-4.2559676,7.0,21.142428540178006
liked,1,6,13.977480869423886,False,343.023255813953,10201,0,5,-4.200752,liked,-3.318676,4.0,11.848628174846423,-6.006647,4.0,22.751338959381023,-2.2181478,3.0,6.539073349295447
to,1,6,3.1950998714222143,False,331.96511627907,10202,0,2,-2.120854,to,-4.200752,5.0,13.977480869423886,-3.318676,4.0,11.848628174846423,-6.006647,4.0,22.751338959381023
go,1,6,7.677616924026364,False,309.564705882353,10203,0,2,-3.458744,go,-2.120854,2.0,3.1950998714222143,-4.200752,5.0,13.977480869423886,-3.318676,4.0,11.848628174846423
to,1,6,2.780265556376004,False,318.418604651163,10204,0,2,-2.120854,to,-3.458744,2.0,7.677616924026364,-2.120854,2.0,3.1950998714222143,-4.200752,5.0,13.977480869423886
the,1,6,1.5319140396757782,False,323.895348837209,10205,0,3,-2.2181478,the,-2.120854,2.0,2.780265556376004,-3.458744,2.0,7.677616924026364,-2.120854,2.0,3.1950998714222143
well,1,6,12.14922424547487,False,349.56976744186,10206,0,4,-3.3329673,well,-2.2181478,3.0,1.5319140396757782,-2.120854,2.0,2.780265556376004,-3.458744,2.0,7.677616924026364
that,1,6,8.511872872426087,False,338.290697674419,10207,0,4,-2.2774231,that,-3.3329673,4.0,12.14922424547487,-2.2181478,3.0,1.5319140396757782,-2.120854,2.0,2.780265556376004
was,1,6,6.528584373120939,False,324.523255813953,10208,0,3,-2.3915732,was,-2.2774231,4.0,8.511872872426087,-3.3329673,4.0,12.14922424547487,-2.2181478,3.0,1.5319140396757782
