token,transcript_id,sentence_id,surprisal,oov,rt,token_uid,exclude_rt,word_length,log_freq,word,prev_freq_1,prev_len_1,prev_surprisal_1,prev_freq_2,prev_len_2,prev_surprisal_2,prev_freq_3,prev_len_3,prev_surprisal_3
you,1,1,4.543696806885121,False,365.436781609195,10032,0,3,-2.7033205,you,-3.0848649,5.0,8.425919262858029,-4.0886517,6.0,14.236054902571382,-2.7346632,4.0,3.3174065133582906
would,1,1,5.913101610683491,False,323.558139534884,10033,0,5,-2.7413328,would,-2.7033205,3.0,4.543696806885121,-3.0848649,5.0,8.425919262858029,-4.0886517,6.0,14.236054902571382
find,1,1,6.029371755156053,False,305.329411764706,10034,0,4,-3.8471112,find,-2.7413328,5.0,5.913101610683491,-2.7033205,3.0,4.543696806885121,-3.0848649,5.0,8.425919262858029
the,1,1,5.101666224446653,False,355.857142857143,10035,0,3,-2.2181478,the,-3.8471112,4.0,6.029371755156053,-2.7413328,5.0,5.913101610683491,-2.7033205,3.0,4.543696806885121
city,1,1,9.465043484605706,False,320.298850574713,10036,0,4,-3.5701954,city,-2.2181478,3.0,5.101666224446653,-3.8471112,4.0,6.029371755156053,-2.7413328,5.0,5.913101610683491
once,1,1,10.718601868947813,False,353.954022988506,10040,0,4,-3.35508,once,-3.0848649,5.0,10.657481713372404,-5.165077,8.0,19.50764673869475,-2.1558447,2.0,2.7485588470138187
a,1,1,4.895547764298271,False,397.413793103448,10041,0,1,-2.3968077,a,-3.35508,4.0,10.718601868947813,-3.0848649,5.0,10.657481713372404,-5.165077,8.0,19.50764673869475
thousand,1,1,11.87044011306864,False,455.139534883721,10042,0,8,-4.5391574,thousand,-2.3968077,1.0,4.895547764298271,-3.35508,4.0,10.718601868947813,-3.0848649,5.0,10.657481713372404
spinning,1,1,17.036223060565785,False,459.02380952381,10043,0,8,-4.595388,spinning,-4.5391574,8.0,11.87044011306864,-2.3968077,1.0,4.895547764298271,-3.35508,4.0,10.718601868947813
clattered,1,1,19.38840220300964,False,414.811764705882,10048,0,9,-5.7388277,clattered,-1.8514401,3.0,5.402590582961558,-5.272954,6.0,18.372732546930546,-2.2774231,4.0,5.741915516084459
spun,1,1,16.776501009827395,False,453.964705882353,10049,0,4,-4.7479453,spun,-5.7388277,9.0,19.38840220300964,-1.8514401,3.0,5.402590582961558,-5.272954,6.0,18.372732546930546
wool,1,1,7.743641201659577,False,426.872093023256,10050,0,4,-4.8429117,wool,-4.7479453,4.0,16.776501009827395,-5.7388277,9.0,19.38840220300964,-1.8514401,3.0,5.402590582961558
into,1,1,10.100750602470656,False,392.559523809524,10051,0,4,-2.7449481,into,-4.8429117,4.0,7.743641201659577,-4.7479453,4.0,16.776501009827395,-5.7388277,9.0,19.38840220300964
money,1,1,13.373716677717589,False,384.206896551724,10052,0,5,-3.5337334,money,-2.7449481,4.0,10.100750602470656,-4.8429117,4.0,7.743641201659577,-4.7479453,4.0,16.776501009827395
for,1,1,4.726595928149671,False,385.471264367816,10053,0,3,-2.26804,for,-3.5337334,5.0,13.373716677717589,-2.7449481,4.0,10.100750602470656,-4.8429117,4.0,7.743641201659577
all,1,2,8.641674497092062,False,439.011494252874,10059,0,3,-2.8034134,all,-2.2774231,4.0,6.603215416645976,-4.1105576,6.0,15.399450147510606,-4.6311235,4.0,13.724450109900834
mill,1,2,16.560808344334088,False,429.528735632184,10060,0,4,-4.6311235,mill,-2.8034134,3.0,8.641674497092062,-2.2774231,4.0,6.603215416645976,-4.1105576,6.0,15.399450147510606
owners,1,2,15.399450147510606,False,381.528735632184,10061,0,6,-4.1105576,owners,-4.6311235,4.0,16.560808344334088,-2.8034134,3.0,8.641674497092062,-2.2774231,4.0,6.603215416645976
were,1,2,6.018225807203938,False,387.197674418605,10062,0,4,-2.6691818,were,-4.1105576,6.0,15.399450147510606,-4.6311235,4.0,16.560808344334088,-2.8034134,3.0,8.641674497092062
generally,1,2,10.102443126507726,False,378.540229885057,10063,0,9,-3.96214,generally,-2.6691818,4.0,6.018225807203938,-4.1105576,6.0,15.399450147510606,-4.6311235,4.0,16.560808344334088
busy,1,2,15.22381098019355,False,369.511904761905,10064,0,4,-4.248187,busy,-3.96214,9.0,10.102443126507726,-2.6691818,4.0,6.018225807203938,-4.1105576,6.0,15.399450147510606
as,1,2,7.757636799347479,False,388.720930232558,10065,0,2,-2.3785224,as,-4.248187,4.0,15.22381098019355,-3.96214,9.0,10.102443126507726,-2.6691818,4.0,6.018225807203938
beavers,1,2,23.466175734028173,False,359.790697674419,10066,0,7,-5.3633857,beavers,-2.3785224,2.0,7.757636799347479,-4.248187,4.0,15.22381098019355,-3.96214,9.0,10.102443126507726
and,1,2,4.666070571615835,False,362.505747126437,10067,0,3,-1.8514401,and,-5.3633857,7.0,23.466175734028173,-2.3785224,2.0,7.757636799347479,-4.248187,4.0,15.22381098019355
quite,1,2,12.432142666825175,False,385.735632183908,10068,0,5,-3.7562575,quite,-1.8514401,3.0,4.666070571615835,-5.3633857,7.0,23.466175734028173,-2.3785224,2.0,7.757636799347479
pleased,1,2,9.27415021670187,False,343.93023255814,10069,0,7,-4.5868955,pleased,-3.7562575,5.0,12.432142666825175,-1.8514401,3.0,4.666070571615835,-5.3633857,7.0,23.466175734028173
with,1,2,1.7223699204015743,False,370.379310344828,10070,0,4,-2.3359656,with,-4.5868955,7.0,9.27415021670187,-3.7562575,5.0,12.432142666825175,-1.8514401,3.0,4.666070571615835
themselves,1,2,14.069449394199957,False,371.470588235294,10071,0,10,-3.4113393,themselves,-2.3359656,4.0,1.7223699204015743,-4.5868955,7.0,9.27415021670187,-3.7562575,5.0,12.432142666825175
for,1,2,6.1070932192672585,False,349.058139534884,10072,0,3,-2.26804,for,-3.4113393,10.0,14.069449394199957,-2.3359656,4.0,1.7223699204015743,-4.5868955,7.0,9.27415021670187
being,1,2,9.323600906127451,False,339.46511627907,10073,0,5,-3.2419686,being,-2.26804,3.0,6.1070932192672585,-3.4113393,10.0,14.069449394199957,-2.3359656,4.0,1.7223699204015743
so,1,2,4.366961894596008,False,345.964705882353,10074,0,2,-2.8486075,so,-3.2419686,5.0,9.323600906127451,-2.26804,3.0,6.1070932192672585,-3.4113393,10.0,14.069449394199957
successful,1,2,8.722201258413982,False,380.476744186047,10075,0,10,-4.1190653,successful,-2.8486075,2.0,4.366961894596008,-3.2419686,5.0,9.323600906127451,-2.26804,3.0,6.1070932192672585
and,1,2,6.0975205979410845,False,362.952941176471,10076,0,3,-1.8514401,and,-4.1190653,10.0,8.722201258413982,-2.8486075,2.0,4.366961894596008,-3.2419686,5.0,9.323600906127451
well,1,2,10.708699375716426,False,361.27380952381,10077,0,4,-3.3329673,well,-1.8514401,3.0,6.0975205979410845,-4.1190653,10.0,8.722201258413982,-2.8486075,2.0,4.366961894596008
off,1,2,8.105536421982466,False,357.091954022988,10078,0,3,-3.0705445,off,-3.3329673,4.0,10.708699375716426,-1.8514401,3.0,6.0975205979410845,-4.1190653,10.0,8.722201258413982
was,1,2,10.046935941381877,False,353.413793103448,10079,0,3,-2.3915732,was,-3.0705445,3.0,8.105536421982466,-3.3329673,4.0,10.708699375716426,-1.8514401,3.0,6.0975205979410845
known,1,2,10.174988809345068,False,357.023255813953,10080,0,5,-3.7844818,known,-2.3915732,3.0,10.046935941381877,-3.0705445,3.0,8.105536421982466,-3.3329673,4.0,10.708699375716426
to,1,2,2.0439419633555933,False,344.453488372093,10081,0,2,-2.120854,to,-3.7844818,5.0,10.174988809345068,-2.3915732,3.0,10.046935941381877,-3.0705445,3.0,8.105536421982466
the,1,2,4.721525484122851,False,381.802325581395,10082,0,3,-2.2181478,the,-2.120854,2.0,2.0439419633555933,-3.7844818,5.0,10.174988809345068,-2.3915732,3.0,10.046935941381877
residents,1,2,14.42792867808303,False,365.5,10083,0,9,-3.9825678,residents,-2.2181478,3.0,4.721525484122851,-2.120854,2.0,2.0439419633555933,-3.7844818,5.0,10.174988809345068
if,1,2,9.772214817075866,False,328.686046511628,10087,0,2,-2.916307,if,-1.8514401,3.0,5.277043632664856,-5.165077,8.0,19.83397044190164,-2.1558447,2.0,1.1007563123836646
you,1,2,2.576207706622308,False,329.862068965517,10088,0,3,-2.7033205,you,-2.916307,2.0,9.772214817075866,-1.8514401,3.0,5.277043632664856,-5.165077,8.0,19.83397044190164
were,1,2,5.155145865569274,False,331.604651162791,10089,0,4,-2.6691818,were,-2.7033205,3.0,2.576207706622308,-2.916307,2.0,9.772214817075866,-1.8514401,3.0,5.277043632664856
to,1,2,4.051269729251348,False,315.418604651163,10090,0,2,-2.120854,to,-2.6691818,4.0,5.155145865569274,-2.7033205,3.0,2.576207706622308,-2.916307,2.0,9.772214817075866
go,1,2,5.57939162803359,False,344.793103448276,10091,0,2,-3.458744,go,-2.120854,2.0,4.051269729251348,-2.6691818,4.0,5.155145865569274,-2.7033205,3.0,2.576207706622308
into,1,2,5.9174263778825615,False,332.282352941176,10092,0,4,-2.7449481,into,-3.458744,2.0,5.57939162803359,-2.120854,2.0,4.051269729251348,-2.6691818,4.0,5.155145865569274
the,1,2,1.322500325516292,False,326.129411764706,10093,0,3,-2.2181478,the,-2.7449481,4.0,5.9174263778825615,-3.458744,2.0,5.57939162803359,-2.120854,2.0,4.051269729251348
city,1,2,7.215707551678665,False,319.583333333333,10094,0,4,-3.5701954,city,-2.2181478,3.0,1.322500325516292,-2.7449481,4.0,5.9174263778825615,-3.458744,2.0,5.57939162803359
to,1,2,5.7358071437700495,False,319.081395348837,10095,0,2,-2.120854,to,-3.5701954,4.0,7.215707551678665,-2.2181478,3.0,1.322500325516292,-2.7449481,4.0,5.9174263778825615
visit,1,2,8.383998998581932,False,330.918604651163,10096,0,5,-4.0940256,visit,-2.120854,2.0,5.7358071437700495,-3.5701954,4.0,7.215707551678665,-2.2181478,3.0,1.322500325516292
the,1,2,2.803416782453477,False,370.732558139535,10097,0,3,-2.2181478,the,-4.0940256,5.0,8.383998998581932,-2.120854,2.0,5.7358071437700495,-3.5701954,4.0,7.215707551678665
stately,1,2,14.9732390137791,False,393.697674418605,10098,0,7,-5.31582,stately,-2.2181478,3.0,2.803416782453477,-4.0940256,5.0,8.383998998581932,-2.120854,2.0,5.7358071437700495
would,1,2,6.999341678215535,False,327.793103448276,10102,0,5,-2.7413328,would,-2.7033205,3.0,11.547510170039024,-4.010647,4.0,5.436935673558412,-3.5701954,4.0,13.263171969026017
see,1,2,6.198039655943264,False,333.441860465116,10103,0,3,-3.7025783,see,-2.7413328,5.0,6.999341678215535,-2.7033205,3.0,11.547510170039024,-4.010647,4.0,5.436935673558412
there,1,2,9.630952816735402,False,341.116279069767,10104,0,5,-3.011933,there,-3.7025783,3.0,6.198039655943264,-2.7413328,5.0,6.999341678215535,-2.7033205,3.0,11.547510170039024
the,1,2,8.17609495329477,False,391.229885057471,10105,0,3,-2.2181478,the,-3.011933,5.0,9.630952816735402,-3.7025783,3.0,6.198039655943264,-2.7413328,5.0,6.999341678215535
crest,1,2,14.843796961369948,False,381.244186046512,10106,0,5,-5.05339,crest,-2.2181478,3.0,8.17609495329477,-3.011933,5.0,9.630952816735402,-3.7025783,3.0,6.198039655943264
of,1,2,0.7498518061751458,False,333.638554216867,10107,0,2,-2.1558447,of,-5.05339,5.0,14.843796961369948,-2.2181478,3.0,8.17609495329477,-3.011933,5.0,9.630952816735402
the,1,2,1.6006273871437398,False,341.714285714286,10108,0,3,-2.2181478,the,-2.1558447,2.0,0.7498518061751458,-5.05339,5.0,14.843796961369948,-2.2181478,3.0,8.17609495329477
city,1,2,8.131428000501801,False,353.953488372093,10109,0,4,-3.5701954,city,-2.2181478,3.0,1.6006273871437398,-2.1558447,2.0,0.7498518061751458,-5.05339,5.0,14.843796961369948
those,1,2,11.344275020024918,False,356.635294117647,10113,0,5,-3.2661972,those,-3.0442102,5.0,11.887543555548987,-5.165077,8.0,19.384997750705786,-2.1558447,2.0,3.4063147139044894
same,1,2,8.255974642956286,False,394.091954022988,10114,0,4,-4.496151,same,-3.2661972,5.0,11.344275020024918,-3.0442102,5.0,11.887543555548987,-5.165077,8.0,19.384997750705786
mill,1,2,13.834648710494983,False,350.5,10115,0,4,-4.6311235,mill,-4.496151,4.0,8.255974642956286,-3.2661972,5.0,11.344275020024918,-3.0442102,5.0,11.887543555548987
owners,1,2,15.399450147510606,False,380.058139534884,10116,0,6,-4.1105576,owners,-4.6311235,4.0,13.834648710494983,-4.496151,4.0,8.255974642956286,-3.2661972,5.0,11.344275020024918
created,1,2,14.056631514454551,False,360.837209302326,10117,0,7,-3.8189523,created,-4.1105576,6.0,15.399450147510606,-4.6311235,4.0,13.834648710494983,-4.496151,4.0,8.255974642956286
to,1,2,5.706743963703478,False,371.529411764706,10118,0,2,-2.120854,to,-3.8189523,7.0,14.056631514454551,-4.1105576,6.0,15.399450147510606,-4.6311235,4.0,13.834648710494983
celebrate,1,2,11.380129284488236,False,342.952941176471,10119,0,9,-4.701749,celebrate,-2.120854,2.0,5.706743963703478,-3.8189523,7.0,14.056631514454551,-4.1105576,6.0,15.399450147510606
shows,1,3,9.670749703873744,False,338.908045977012,10123,0,5,-3.614459,shows,-2.6222126,2.0,5.614101834952899,-4.650158,12.0,15.8437008788052,-2.8693774,5.0,5.708162848501049
a,1,3,3.385988585272137,False,380.290697674419,10124,0,1,-2.3968077,a,-3.614459,5.0,9.670749703873744,-2.6222126,2.0,5.614101834952899,-4.650158,12.0,15.8437008788052
sinister,1,3,14.871395320095123,False,426.883720930233,10125,0,8,-5.165077,sinister,-2.3968077,1.0,3.385988585272137,-3.614459,5.0,9.670749703873744,-2.6222126,2.0,5.614101834952899
top,1,3,4.751291572510853,False,349.919540229885,10131,0,3,-3.714824,top,-2.2970798,2.0,2.8588261544213576,-3.9313316,7.0,14.601801664491026,-3.5986214,4.0,13.072018922046764
of,1,3,0.1559350382982923,False,350.045977011494,10132,0,2,-2.1558447,of,-3.714824,3.0,4.751291572510853,-2.2970798,2.0,2.8588261544213576,-3.9313316,7.0,14.601801664491026
a,1,3,3.938466209818678,False,343.139534883721,10133,0,1,-2.3968077,a,-2.1558447,2.0,0.1559350382982923,-3.714824,3.0,4.751291572510853,-2.2970798,2.0,2.8588261544213576
well,1,3,9.638935479238732,False,375.662790697674,10134,0,4,-3.3329673,well,-2.3968077,1.0,3.938466209818678,-2.1558447,2.0,0.1559350382982923,-3.714824,3.0,4.751291572510853
which,1,3,11.977882521033402,False,423.235294117647,10135,0,5,-3.0442102,which,-3.3329673,4.0,9.638935479238732,-2.3968077,1.0,3.938466209818678,-2.1558447,2.0,0.1559350382982923
seems,1,3,9.56995225457581,False,425.964705882353,10136,0,5,-3.5825076,seems,-3.0442102,5.0,11.977882521033402,-3.3329673,4.0,9.638935479238732,-2.3968077,1.0,3.938466209818678
puzzling,1,3,19.58360083388283,False,375.206896551724,10137,0,8,-5.078736,puzzling,-3.5825076,5.0,9.56995225457581,-3.0442102,5.0,11.977882521033402,-3.3329673,4.0,9.638935479238732
the,1,3,5.405164613434406,False,358.850574712644,10141,0,3,-2.2181478,the,-2.7439811,3.0,5.547505726550026,-3.2086897,5.0,7.232510030596034,-2.388793,2.0,8.879598865777005
reason,1,3,10.280935111598074,False,340.873563218391,10142,0,6,-3.9931538,reason,-2.2181478,3.0,5.405164613434406,-2.7439811,3.0,5.547505726550026,-3.2086897,5.0,7.232510030596034
for,1,3,3.2017616602882866,False,341.310344827586,10143,0,3,-2.26804,for,-3.9931538,6.0,10.280935111598074,-2.2181478,3.0,5.405164613434406,-2.7439811,3.0,5.547505726550026
this,1,3,3.2085097781763707,False,340.558139534884,10144,0,4,-2.7346632,this,-2.26804,3.0,3.2017616602882866,-3.9931538,6.0,10.280935111598074,-2.2181478,3.0,5.405164613434406
symbol,1,3,13.733596234177892,False,348.885057471264,10145,0,6,-4.496151,symbol,-2.7346632,4.0,3.2085097781763707,-2.26804,3.0,3.2017616602882866,-3.9931538,6.0,10.280935111598074
is,1,3,7.282361476766004,False,328.151162790698,10146,0,2,-2.223688,is,-4.496151,6.0,13.733596234177892,-2.7346632,4.0,3.2085097781763707,-2.26804,3.0,3.2017616602882866
a,1,3,4.610377264286566,False,355.448275862069,10147,0,1,-2.3968077,a,-2.223688,2.0,7.282361476766004,-4.496151,6.0,13.733596234177892,-2.7346632,4.0,3.2085097781763707
matter,1,3,8.119693589583123,False,327.264367816092,10148,0,6,-4.0703506,matter,-2.3968077,1.0,4.610377264286566,-2.223688,2.0,7.282361476766004,-4.496151,6.0,13.733596234177892
lived,1,4,13.571256488307004,False,324.905882352941,10161,0,5,-4.0242453,lived,-3.0442102,5.0,11.537172071650694,-6.006647,4.0,22.41893658421133,-5.548632,8.0,19.14329430928201
in,1,4,3.0779492105255946,False,302.56976744186,10162,0,2,-2.0439873,in,-4.0242453,5.0,13.571256488307004,-3.0442102,5.0,11.537172071650694,-6.006647,4.0,22.41893658421133
a,1,4,3.2620468399787708,False,363.197674418605,10163,0,1,-2.3968077,a,-2.0439873,2.0,3.0779492105255946,-4.0242453,5.0,13.571256488307004,-3.0442102,5.0,11.537172071650694
wood,1,4,12.92327164109126,False,357.767441860465,10164,0,4,-4.033553,wood,-2.3968077,1.0,3.2620468399787708,-2.0439873,2.0,3.0779492105255946,-4.0242453,5.0,13.571256488307004
located,1,4,16.885318346069347,False,424.873563218391,10165,0,7,-4.222003,located,-4.033553,4.0,12.92327164109126,-2.3968077,1.0,3.2620468399787708,-2.0439873,2.0,3.0779492105255946
just,1,4,6.811071545365874,False,342.741176470588,10166,0,4,-2.9982753,just,-4.222003,7.0,16.885318346069347,-4.033553,4.0,12.92327164109126,-2.3968077,1.0,3.2620468399787708
outside,1,4,8.68124566155817,False,323.744186046512,10167,0,7,-3.4500659,outside,-2.9982753,4.0,6.811071545365874,-4.222003,7.0,16.885318346069347,-4.033553,4.0,12.92327164109126
the,1,4,0.8920140241729033,False,350.360465116279,10168,0,3,-2.2181478,the,-3.4500659,7.0,8.68124566155817,-2.9982753,4.0,6.811071545365874,-4.222003,7.0,16.885318346069347
manor,1,4,17.61684830233994,False,353.333333333333,10169,0,5,-5.13435,manor,-2.2181478,3.0,0.8920140241729033,-3.4500659,7.0,8.68124566155817,-2.9982753,4.0,6.811071545365874
source,1,5,10.791742350826729,False,345.793103448276,10173,0,6,-3.9350653,source,-2.3968077,1.0,6.172695355902924,-5.165077,8.0,15.375956773382589,-2.1558447,2.0,5.041359858505354
of,1,5,1.2886306385475397,False,333.804597701149,10174,0,2,-2.1558447,of,-3.9350653,6.0,10.791742350826729,-2.3968077,1.0,6.172695355902924,-5.165077,8.0,15.375956773382589
great,1,5,6.356850208033535,False,358.310344827586,10175,0,5,-3.6637518,great,-2.1558447,2.0,1.2886306385475397,-3.9350653,6.0,10.791742350826729,-2.3968077,1.0,6.172695355902924
trouble,1,5,15.549716502449778,False,338.46511627907,10176,0,7,-4.1707053,trouble,-3.6637518,5.0,6.356850208033535,-2.1558447,2.0,1.2886306385475397,-3.9350653,6.0,10.791742350826729
to,1,5,6.150460880678472,False,319.209302325581,10177,0,2,-2.120854,to,-4.1707053,7.0,15.549716502449778,-3.6637518,5.0,6.356850208033535,-2.1558447,2.0,1.2886306385475397
the,1,5,5.200971924084401,False,308.941860465116,10178,0,3,-2.2181478,the,-2.120854,2.0,6.150460880678472,-4.1707053,7.0,15.549716502449778,-3.6637518,5.0,6.356850208033535
local,1,5,9.077228173425938,False,307.447058823529,10179,0,5,-3.8048341,local,-2.2181478,3.0,5.200971924084401,-2.120854,2.0,6.150460880678472,-4.1707053,7.0,15.549716502449778
folk,1,5,10.410876921923643,False,336.046511627907,10180,0,4,-4.314723,folk,-3.8048341,5.0,9.077228173425938,-2.2181478,3.0,5.200971924084401,-2.120854,2.0,6.150460880678472
the,1,5,9.251634182144157,False,346.235294117647,10181,0,3,-2.2181478,the,-4.314723,4.0,10.410876921923643,-3.8048341,5.0,9.077228173425938,-2.2181478,3.0,5.200971924084401
terror,1,5,10.796219579830728,False,347.423529411765,10185,0,6,-4.387977,terror,-4.292815,8.0,12.366974551327704,-2.3915732,3.0,7.694116855362002,-6.006647,4.0,22.197977848375267
to,1,5,2.4898854166896003,False,320.5,10186,0,2,-2.120854,to,-4.387977,6.0,10.796219579830728,-4.292815,8.0,12.366974551327704,-2.3915732,3.0,7.694116855362002
the,1,5,5.24220353620784,False,332.151162790698,10187,0,3,-2.2181478,the,-2.120854,2.0,2.4898854166896003,-4.387977,6.0,10.796219579830728,-4.292815,8.0,12.366974551327704
peaceful,1,5,13.895221587591394,False,336.860465116279,10188,0,8,-4.5391574,peaceful,-2.2181478,3.0,5.24220353620784,-2.120854,2.0,2.4898854166896003,-4.387977,6.0,10.796219579830728
flocks,1,5,21.66510601993337,False,329.511627906977,10189,0,6,-5.7388277,flocks,-4.5391574,8.0,13.895221587591394,-2.2181478,3.0,5.24220353620784,-2.120854,2.0,2.4898854166896003
and,1,5,4.171037387129476,False,341.686046511628,10190,0,3,-1.8514401,and,-5.7388277,6.0,21.66510601993337,-4.5391574,8.0,13.895221587591394,-2.2181478,3.0,5.24220353620784
ravaging,1,5,25.141847395589014,False,359.860465116279,10191,0,8,-6.188227,ravaging,-1.8514401,3.0,4.171037387129476,-5.7388277,6.0,21.66510601993337,-4.5391574,8.0,13.895221587591394
the,1,5,4.868305809792412,False,397.116279069767,10192,0,3,-2.2181478,the,-6.188227,8.0,25.141847395589014,-1.8514401,3.0,4.171037387129476,-5.7388277,6.0,21.66510601993337
boar,1,6,22.43790520877277,False,337.505882352941,10199,0,4,-6.006647,boar,-2.2181478,3.0,6.848254801562557,-4.2559676,7.0,18.84055664530016,-4.200752,5.0,8.53104662741598
most,1,6,12.751228988351803,False,356.476744186047,10200,0,4,-3.318676,most,-6.006647,4.0,22.43790520877277,-2.2181478,3.0,6.848254801562557,-4.2559676,7.0,18.84055664530016
liked,1,6,13.470021849833373,False,343.023255813953,10201,0,5,-4.200752,liked,-3.318676,4.0,12.751228988351803,-6.006647,4.0,22.43790520877277,-2.2181478,3.0,6.848254801562557
to,1,6,3.265886501434882,False,331.96511627907,10202,0,2,-2.120854,to,-4.200752,5.0,13.470021849833373,-3.318676,4.0,12.751228988351803,-6.006647,4.0,22.43790520877277
go,1,6,7.596015405980858,False,309.564705882353,10203,0,2,-3.458744,go,-2.120854,2.0,3.265886501434882,-4.200752,5.0,13.470021849833373,-3.318676,4.0,12.751228988351803
to,1,6,3.2063596707221675,False,318.418604651163,10204,0,2,-2.120854,to,-3.458744,2.0,7.596015405980858,-2.120854,2.0,3.265886501434882,-4.200752,5.0,13.470021849833373
the,1,6,2.2627561358030888,False,323.895348837209,10205,0,3,-2.2181478,the,-2.120854,2.0,3.2063596707221675,-3.458744,2.0,7.596015405980858,-2.120854,2.0,3.265886501434882
well,1,6,11.746192058149006,False,349.56976744186,10206,0,4,-3.3329673,well,-2.2181478,3.0,2.2627561358030888,-2.120854,2.0,3.2063596707221675,-3.458744,2.0,7.596015405980858
that,1,6,8.300023828435771,False,338.290697674419,10207,0,4,-2.2774231,that,-3.3329673,4.0,11.746192058149006,-2.2181478,3.0,2.2627561358030888,-2.120854,2.0,3.2063596707221675
