writers	write↓er↓s
to	to
give	give
us	us
any	any
moral	moral
messages	message↓s
with	with
most	most
literature	literature
that	that
works	work↓s
perfectly	perfect↓ly
because	because
it	it
makes	make↓s
us	us
alive	a↓live
to	to
irony	iron↓y
and	and
imagination	imagine↓ation
without	with↓out
boxing	box↓ing
the	the
work	work
up	up
with	with
moral	moral
preconceptions	pre↓concept↓ion↓s
but	but
pullman	pullman
is	is
actually	act↓ual↓ly
asking	ask↓ing
his	his
readers	read↓er↓s
to	to
engage	en↓gage
with	with
him	him
ethically	ethic↓al↓ly
as	as
well	well
as	as
imaginatively	imagine↓ative↓ly
he	he
says	say↓s
wonderfully	wonder↓ful↓ly
oldfashioned	old↓fashion↓ed
things	thing↓s
like	like
blake	blake
once	once
wrote	wrote
of	of
milton	milton
that	that
he	he
was	was
of	of
the	the
devils	devils
party	party
without	with↓out
knowing	know↓ing
it	it
i	i
am	am
of	of
the	the
devils	devils
party	party
and	and
i	i
know	know
it	it
pullman	pullman
celebrates	celebrate↓s
beliefs	be↓lief↓s
that	that
should	should
be	be
central	centre↓al
to	to
the	the
world	world
we	we
want	want
to	to
build	build
now	now
beliefs	be↓lief↓s
in	in
equal	equal
sexual	sex↓ual
love	love
in	in
suspicion	suspect↓ion
of	of
authority	authority
in	in
free	free
thought	thought
and	and
in	in
a	a
connection	connect↓ion
with	with
the	the
environment	environ↓ment
his	his
sales	sale↓s
and	and
reputation	repute↓ation
suggest	suggest
that	that
many	many
readers	read↓er↓s
are	are
absolutely	absolute↓ly
entranced	entrance↓ed
by	by
fiction	fiction
that	that
can	can
mint	mint
such	such
brilliant	brilly↓ant
coinage	coinage
from	from
the	the
dusty	dust↓y
moral	moral
currency	currency
of	of
our	our
age	age
and	and
even	even
those	those
people	people
who	who
deplore	deplore
the	the
socalled	socall↓ed
infantilisation	infantilisate↓ion
of	of
adult	adult
culture	culture
would	would
go	go
a	a
long	long
way	way
to	to
find	find
anything	any↓thing
else	else
that	that
has	have↓s
such	such
power	power
to	to
make	make
us	us
think	think
and	and
wonder	wonder
open	open
a	a
kitchen	kitchen
drawer	draw↓er
in	in
any	any
home	home
and	and
they	they
will	will
spring	spring
out	out
at	at
you	you
like	like
a	a
jack	jack
inthebox	inthebox
go	go
to	to
any	any
beauty	beauty
spot	spot
and	and
you	you
are	are
sure	sure
to	to
encounter	encounter
a	a
few	few
trapped	trap↓ed
among	among
the	the
plants	plant↓s
like	like
giant	giant
insects	insect↓s
or	or
flapping	flap↓ing
noisily	noise↓y↓ly
in	in
the	the
wind	wind
floating	float↓ing
in	in
the	the
local	local
river	river
or	or
blocking	block↓ing
your	your
nearest	near↓est
storm	storm
drain	drain
plastic	plastic
carrier	carry↓er
bags	bag↓s
are	are
an	an
unsightly	un↓sight↓ly
and	and
environmentally	environ↓ment↓al↓ly
degrading	degrade↓ing
fact	fact
of	of
modern	modern
life	life
the	the
irish	Ireland↓ish
government	govern↓ment
took	took
action	act↓ion
yesterday	yester↓day
imposing	impose↓ing
a	a
tax	tax
of	of
15	15
cents	cent↓s
9p	9p
dubbed	dub↓ed
the	the
plastax	plastax
on	on
singleuse	singleuse
plastic	plastic
shopping	shop↓ing
bags	bag↓s
payable	pay↓able
by	by
the	the
shopper	shop↓er
not	not
the	the
shop	shop
in	in
britain	britain
supermarkets	super↓market↓s
were	were
considering	consider↓ing
whether	whether
the	the
green	green
levy	levy
might	might
eventually	event↓ual↓ly
cross	cross
the	the
irish	Ireland↓ish
sea	sea
environmentalists	environ↓ment↓al↓ist↓s
meanwhile	mean↓while
were	were
estimating	estimate↓ing
how	how
far	far
the	the
annual	annual
consumption	consume↓ion
of	of
12	12
billion	bi↓illion
bags	bag↓s
would	would
fall	fall
if	if
it	it
did	did
and	and
whether	whether
shoppers	shop↓er↓s
might	might
change	change
their	their
habits	habe↓it↓s
if	if
they	they
had	have↓ed
to	to
pay	pay
for	for
the	the
environmental	environ↓ment↓al
consequences	con↓sequent↓ence↓s
of	of
their	their
actions	act↓ion↓s
the	the
notion	notion
was	was
given	give↓en
a	a
tentative	tentative
thumbsup	thumb↓sup
last	last
night	night
by	by
the	the
secretary	secretary
of	of
state	state
for	for
the	the
environment	environ↓ment
margaret	margaret
beckett	beckett
after	after
a	a
meeting	meet↓ing
in	in
brussels	brussel↓s
with	with
her	her
european	Europe↓an
counterparts	counter↓part↓s
its	it↓s
an	an
interesting	interest↓ing
idea	idea
she	she
said	say↓ed
we	we
are	are
in	in
close	close
touch	touch
with	with
our	our
irish	Ireland↓ish
colleagues	colleague↓s
on	on
environmental	environ↓ment↓al
issues	issue↓s
and	and
though	though
its	it↓s
not	not
something	some↓thing
we	we
have	have
in	in
mind	mind
we	we
will	will
watch	watch
the	the
results	result↓s
of	of
the	the
irish	Ireland↓ish
initiative	initiate↓ive
with	with
interest	interest
there	there
is	is
no	no
doubt	doubt
that	that
the	the
irish	Ireland↓ish
republic	re↓public
has	have↓s
a	a
problem	problem
with	with
plastic	plastic
bags	bag↓s
the	the
idea	idea
of	of
a	a
surcharge	surcharge
on	on
every	every
carrier	carry↓er
bag	bag
whether	whether
given	give↓en
away	away
or	or
sold	sold
was	was
first	first
floated	float↓ed
in	in
1999	1999
but	but
it	it
has	have↓s
taken	take↓en
until	un↓til
now	now
to	to
implement	implement
even	even
this	this
introduction	introduce↓ion
was	was
delayed	delay↓ed
from	from
1	1
january	january
because	because
the	the
government	govern↓ment
feared	fear↓ed
that	that
bringing	bring↓ing
in	in
such	such
a	a
measure	measure
and	and
the	the
euro	euro
on	on
the	the
same	same
day	day
would	would
be	be
too	too
much	much
for	for
irelands	ireland↓s
consumers	consume↓er↓s
to	to
cope	cope
with	with
irelands	ireland↓s
bag	bag
tax	tax
is	is
expected	expect↓ed
to	to
raise	raise
more	more
than	than
100m	100m
annually	annual↓ly
which	which
will	will
be	be
channelled	channel↓ed
into	in↓to
environmental	environ↓ment↓al
schemes	scheme↓s
but	but
bobby	bob↓y
malloy	malloy
the	the
environment	environ↓ment
minister	minister
who	who
first	first
suggested	suggest↓ed
the	the
idea	idea
was	was
clear	clear
about	about
its	it↓s
aims	aim↓s
he	he
said	say↓ed
yesterday	yester↓day
the	the
primary	prime↓ary
purpose	purpose
of	of
this	this
levy	levy
is	is
not	not
to	to
generate	generate
revenue	revenue
but	but
to	to
change	change
consumer	consume↓er
behaviour	behaviour
i	i
want	want
to	to
see	see
a	a
significant	significant
reduction	re↓duct↓ion
in	in
the	the
use	use
of	of
plastic	plastic
shopping	shop↓ing
bags	bag↓s
and	and
a	a
subsequent	sub↓sequent
reduction	re↓duct↓ion
in	in
the	the
number	numb↓er
of	of
bags	bag↓s
that	that
end	end
up	up
as	as
litter	litter
the	the
only	one↓ly
exemption	exempte↓ion
in	in
irelands	ireland↓s
shops	shop↓s
and	and
supermarkets	super↓market↓s
are	are
the	the
socalled	socall↓ed
bags	bag↓s
for	for
life	life
sold	sold
by	by
many	many
supermarkets	super↓market↓s
for	for
the	the
equivalent	equi↓valent
of	of
10p	10p
which	which
are	are
replaced	re↓place↓ed
for	for
free	free
when	when
they	they
wear	wear
out	out
indeed	in↓deed
many	many
irish	Ireland↓ish
supermarkets	super↓market↓s
reported	re↓port↓ed
a	a
brisk	brisk
trade	trade
in	in
these	these
last	last
weekend	week↓end
on	on
this	this
side	side
of	of
the	the
irish	Ireland↓ish
sea	sea
a	a
number	numb↓er
of	of
groups	group↓s
are	are
watching	watch↓ing
developments	develop↓ment↓s
closely	close↓ly
the	the
environmental	environ↓ment↓al
group	group
friends	friend↓s
of	of
the	the
earth	earth
believes	believe↓s
it	it
could	could
be	be
significant	significant
foe	foe
spokesman	spokesman
mike	mike
childs	child↓s
said	say↓ed
innovations	innovate↓ion↓s
like	like
this	this
will	will
hopefully	hope↓ful↓ly
focus	focus
peoples	people↓s
mind	mind
on	on
reusing	reuse↓ing
plastic	plastic
bags	bag↓s
and	and
reduce	reduce
the	the
amount	amount
of	of
unnecessary	un↓necessary
waste	waste
that	that
is	is
so	so
easily	ease↓y↓ly
created	create↓ed
we	we
will	will
follow	follow
its	it↓s
effectiveness	effect↓ive↓ness
with	with
great	great
interest	interest
it	it
might	might
seem	seem
obvious	obvious
that	that
if	if
you	you
charge	charge
people	people
for	for
something	some↓thing
which	which
they	they
used	use↓ed
to	to
get	get
free	free
they	they
will	will
use	use
it	it
less	less
the	the
same	same
logic	logic
underpins	under↓pin↓s
the	the
proposals	propose↓al↓s
made	made
a	a
week	week
ago	ago
by	by
the	the
commission	commission
for	for
integrated	integrate↓ed
transport	transport
to	to
charge	charge
british	brite↓ish
drivers	drive↓er↓s
not	not
for	for
car	car
ownership	own↓er↓ship
or	or
petrol	petrol
use	use
but	but
by	by
road	road
usage	use↓age
based	base↓ed
on	on
demand	demand
plastic	plastic
bags	bag↓s
can	can
be	be
recycled	recycle↓ed
but	but
only	one↓ly
about	about
05	05
per	per
cent	c↓ent
ever	ever
are	are
despite	de↓spite
schemes	scheme↓s
such	such
as	as
that	that
operated	opera↓ate↓ed
by	by
sainsburys	sain↓sbury↓s
which	which
gives	give↓s
a	a
1p	1p
refund	refund
for	for
every	every
bag	bag
that	that
is	is
reused	reuse↓ed
shredded	shred↓ed
and	and
compacted	compact↓ed
they	they
can	can
also	also
be	be
used	use↓ed
as	as
bedding	bed↓ing
for	for
roads	road↓s
and	and
in	in
the	the
construction	construct↓ion
of	of
buildings	build↓ing↓s
yet	yet
plastic	plastic
bags	bag↓s
represent	re↓present
only	one↓ly
one	one
part	part
of	of
the	the
complex	complex
overall	over↓all
waste	waste
problem	problem
according	accord↓ing
to	to
both	both
environmental	environ↓ment↓al
groups	group↓s
and	and
those	those
who	who
make	make
the	the
bags	bag↓s
at	at
the	the
british	brite↓ish
plastics	plastic↓s
federation	federate↓ion
the	the
watchword	watch↓word
is	is
restraint	restrain↓t
the	the
bpfs	bpf↓s
senior	senior
adviser	advise↓er
on	on
industrial	industry↓al
issues	issue↓s
marcia	marcia
gick	gick
said	say↓ed
a	a
survey	survey
in	in
australia	australia
found	found
that	that
cigarette	cigar↓ette
butts	butt↓s
caused	cause↓ed
four	four
times	time↓s
more	more
litter	litter
than	than
plastic	plastic
bags	bag↓s
the	the
survey	survey
was	was
done	do↓ne
by	by
weight	weigh↓t
and	and
she	she
added	add↓ed
the	the
irish	Ireland↓ish
have	have
a	a
very	very
different	differ↓ent
problem	problem
from	from
us	us
in	in
the	the
united	unite↓ed
kingdom	king↓dom
they	they
have	have
a	a
large	large
rural	rural
population	populate↓ion
and	and
a	a
very	very
bad	bad
record	record
on	on
waste	waste
collection	collect↓ion
and	and
disposal	disposal
the	the
irish	Ireland↓ish
counterpart	counter↓part
of	of
the	the
bpf	bpf
lobbied	lobbied
unsuccessfully	un↓success↓ful↓ly
of	of
course	course
against	again↓st
the	the
plastax	plastax
now	now
the	the
bpf	bpf
must	must
consider	consider
whether	whether
it	it
might	might
arrive	arrive
here	here
although	although
ms	ms
gick	gick
is	is
quite	quite
confident	confident
that	that
it	it
will	will
not	not
the	the
only	one↓ly
other	other
european	Europe↓an
state	state
which	which
taxes	tax↓s
plastic	plastic
bags	bag↓s
is	is
denmark	denmark
which	which
has	have↓s
a	a
tax	tax
on	on
all	all
packaging	pack↓age↓ing
and	and
a	a
similar	similar
problem	problem
to	to
that	that
of	of
ireland	ireland
with	with
a	a
big	big
rural	rural
population	populate↓ion
and	and
not	not
enough	enough
recycling	re↓cycle↓ing
and	and
there	there
have	have
been	be↓en
complaints	complain↓t↓s
from	from
other	other
european	Europe↓an
union	union
states	state↓s
that	that
the	the
tax	tax
creates	create↓s
a	a
distortion	distort↓ion
in	in
the	the
market	market
and	and
so	so
is	is
against	again↓st
eu	eu
rules	rule↓s
however	how↓ever
european	Europe↓an
states	state↓s
have	have
found	found
a	a
variety	variety
of	of
ways	way↓s
to	to
encourage	en↓courage
recycling	re↓cycle↓ing
in	in
belgium	belgium
supermarkets	super↓market↓s
encourage	en↓courage
reuse	reuse
of	of
their	their
carrier	carry↓er
bags	bag↓s
by	by
crediting	credit↓ing
shoppers	shop↓er↓s
with	with
points	point↓s
on	on
their	their
loyalty	loyalty
cards	card↓s
in	in
finland	finland
supermarkets	super↓market↓s
pay	pay
a	a
levy	levy
on	on
the	the
amount	amount
of	of
plastic	plastic
bags	bag↓s
used	use↓ed
with	with
the	the
proceeds	proceed↓s
funding	fund↓ing
recycling	re↓cycle↓ing
germany	german↓y
has	have↓s
been	be↓en
making	make↓ing
advances	advance↓s
in	in
recycling	re↓cycle↓ing
for	for
years	year↓s
in	in
1991	1991
store	store
chains	chain↓s
there	there
were	were
ordered	order↓ed
to	to
pay	pay
a	a
levy	levy
to	to
a	a
recycling	re↓cycle↓ing
company	company
in	in
return	re↓turn
displaying	display↓ing
the	the
gruner	grune↓er
punkt	punkt
green	green
dot	dot
on	on
their	their
products	produce↓t↓s
plastic	plastic
bags	bag↓s
have	have
to	to
be	be
bought	bought
at	at
the	the
checkout	checkout
for	for
about	about
30p	30p
though	though
environmentallyfriendly	environ↓ment↓al↓ly↓friend↓ly
shoppers	shop↓er↓s
prefer	prefer
cloth	cloth
or	or
wicker	wick↓er
bags	bag↓s
the	the
dutch	dutch
are	are
keen	keen
on	on
recycling	re↓cycle↓ing
their	their
carrier	carry↓er
bags	bag↓s
they	they
incinerate	in↓cinerate
the	the
bags	bag↓s
in	in
accordance	accord↓ance
with	with
strict	strict
environmental	environ↓ment↓al
rules	rule↓s
and	and
use	use
the	the
resulting	result↓ing
energy	energy
to	to
heat	heat
hospitals	hospital↓s
other	other
states	state↓s
such	such
as	as
portugal	portugal
and	and
greece	greece
are	are
like	like
ireland	ireland
laggards	laggard↓s
in	in
the	the
recycling	re↓cycle↓ing
stakes	stake↓s
for	for
members	member↓s
of	of
the	the
bpf	bpf
any	any
tax	tax
on	on
carrier	carry↓er
bags	bag↓s
is	is
sure	sure
to	to
be	be
bad	bad
news	new↓s
but	but
environmental	environ↓ment↓al
groups	group↓s
feel	feel
that	that
they	they
are	are
absolutely	absolute↓ly
the	the
way	way
to	to
go	go
setting	set↓ing
up	up
the	the
way	way
for	for
a	a
radical	radical
clash	clash
of	of
objectives	object↓ive↓s
in	in
the	the
years	year↓s
ahead	a↓head
in	in
fact	fact
for	for
mr	mr
childs	child↓s
at	at
friends	friend↓s
of	of
the	the
earth	earth
taxing	tax↓ing
plastic	plastic
bags	bag↓s
barely	bare↓ly
begins	begin↓s
to	to
scratch	scratch
the	the
surface	surface
of	of
the	the
problem	problem
which	which
in	in
britain	britain
is	is
huge	huge
but	but
largely	large↓ly
hidden	hide↓en
from	from
our	our
daily	day↓ly
sight	sight
just	just
as	as
we	we
tuck	tuck
those	those
bags	bag↓s
away	away
in	in
kitchen	kitchen
cupboards	cup↓board↓s
and	and
drawers	draw↓er↓s
the	the
problem	problem
is	is
this	this
by	by
2020	2020
according	accord↓ing
to	to
an	an
eu	eu
directive	direct↓ive
that	that
the	the
uk	uk
