of	of
bradford	bradford
are	are
ended	end↓ed
he	he
announced	announce↓ed
with	with
my	my
own	own
hand	hand
i	i
have	have
slain	slain
the	the
boar	boar
and	and
with	with
that	that
at	at
the	the
feet	feet
of	of
his	his
lord	lord
he	he
dropped	drop↓ed
the	the
boars	boar↓s
enormous	enormous
head	head
then	then
you	you
will	will
be	be
rewarded	reward↓ed
as	as
i	i
promised	promise↓ed
but	but
first	first
let	let
me	me
examine	examine
the	the
head	head
of	of
this	this
monster	monster
said	say↓ed
the	the
lord	lord
of	of
the	the
manor	manor
to	to
not	not
examine	examine
the	the
head	head
in	in
advance	advance
had	have↓ed
not	not
been	be↓en
very	very
clever	clever
on	on
the	the
part	part
of	of
the	the
huntsman	huntsman
right	right
away	away
the	the
lord	lord
noticed	notice↓ed
the	the
tongue	tongue
of	of
the	the
boar	boar
was	was
missing	miss↓ing
and	and
exclaimed	exclaim↓ed
what	what
is	is
this	this
a	a
boar	boar
with	with
no	no
tongue	tongue
he	he
looked	look↓ed
at	at
the	the
huntsman	huntsman
dubiously	dub↓ious↓ly
how	how
come	come
this	this
creature	create↓ure
has	have↓s
no	no
tongue	tongue
he	he
demanded	demand↓ed
all	all
eyes	eye↓s
were	were
on	on
the	the
huntsman	huntsman
the	the
huntsman	huntsman
questioned	question↓ed
by	by
the	the
lord	lord
replied	reply↓ed
i	i
cannot	cannot
say	say
my	my
lord	lord
he	he
was	was
suddenly	sudden↓ly
realizing	real↓ize↓ing
his	his
tricky	trick↓y
situation	situate↓ion
could	could
end	end
badly	bad↓ly
for	for
him	him
through	through
the	the
door	door
at	at
this	this
moment	moment
the	the
first	first
huntsman	huntsman
burst	burst
the	the
woes	woe↓s
of	of
bradford	bradford
are	are
ended	end↓ed
he	he
cried	cry↓ed
i	i
have	have
slain	slain
the	the
boar	boar
the	the
people	people
of	of
bradford	bradford
dreaded	dread↓ed
all	all
eyes	eye↓s
turned	turn↓ed
to	to
the	the
man	man
who	who
now	now
stood	stood
in	in
the	the
doorway	door↓way
the	the
reward	reward
is	is
already	al↓ready
given	give↓en
said	say↓ed
the	the
lord	lord
of	of
the	the
manor	manor
the	the
man	man
here	here
has	have↓s
brought	brought
to	to
me	me
the	the
boars	boar↓s
head	head
then	then
where	where
is	is
its	it↓s
tongue	tongue
the	the
first	first
huntsman	huntsman
replied	reply↓ed
and	and
so	so
saying	say↓ing
he	he
drew	drew
out	out
the	the
boars	boar↓s
tongue	tongue
he	he
had	have↓ed
put	put
in	in
his	his
hunting	hunt↓ing
pouch	pouch
and	and
related	relate↓ed
how	how
he	he
had	have↓ed
ambushed	ambush↓ed
the	the
creature	create↓ure
in	in
the	the
wood	wood
and	and
cut	cut
out	out
its	it↓s
tongue	tongue
as	as
proof	proof
of	of
his	his
victory	victor↓y
listening	listen↓ing
to	to
the	the
tale	tale
the	the
lord	lord
of	of
the	the
manor	manor
tried	try↓ed
to	to
discern	discern
which	which
huntsman	huntsman
was	was
telling	tell↓ing
him	him
the	the
truth	true↓th
and	and
what	what
the	the
two	two
huntsmen	huntsmen
were	were
thinking	think↓ing
as	as
they	they
waited	wait↓ed
for	for
him	him
to	to
make	make
a	a
decision	decide↓ion
almost	al↓most
instantly	instant↓ly
the	the
lord	lord
saw	saw
that	that
the	the
second	second
huntsman	huntsman
had	have↓ed
fed	fee↓ed↓ed
him	him
a	a
pack	pack
of	of
lies	lie↓s
and	and
it	it
was	was
the	the
first	first
huntsman	huntsman
who	who
was	was
the	the
true	true
savior	savior
of	of
bradford	bradford
the	the
lord	lord
believed	believe↓ed
the	the
second	second
huntsman	huntsman
had	have↓ed
tried	try↓ed
to	to
steal	steal
the	the
first	first
huntsmans	huntsman↓s
prize	prize
and	and
so	so
proclaimed	proclaim↓ed
the	the
first	first
huntsman	huntsman
the	the
true	true
victor	victor
the	the
lord	lord
wondered	wonder↓ed
for	for
a	a
moment	moment
why	why
he	he
always	always
encountered	encountered
so	so
much	much
chicanery	chican↓er↓y
in	in
his	his
everyday	every↓day
interactions	inter↓act↓ion↓s
the	the
huntsman	huntsman
who	who
had	have↓ed
earned	earn↓ed
his	his
prize	prize
fair	fair
and	and
square	square
received	receive↓ed
as	as
his	his
reward	reward
a	a
piece	piece
of	of
land	land
just	just
outside	out↓er↓side
the	the
town	town
known	known
thereafter	there↓after
as	as
hunt	hunt
yard	yard
his	his
fame	fame
was	was
indeed	in↓deed
assured	assure↓ed
but	but
it	it
was	was
not	not
nearly	near↓ly
as	as
lasting	last↓ing
as	as
that	that
of	of
the	the
fearsome	fear↓some
bradford	bradford
boar	boar
a	a
clear	clear
and	and
joyous	joy↓ous
day	day
it	it
was	was
and	and
out	out
on	on
the	the
wide	wide
open	open
sea	sea
thousands	thousand↓s
upon	up↓on
thousands	thousand↓s
of	of
sparkling	sparkle↓ing
water	water
drops	drop↓s
excited	excite↓ed
by	by
getting	get↓ing
to	to
play	play
in	in
the	the
ocean	ocean
danced	dance↓ed
all	all
around	a↓round
one	one
of	of
these	these
was	was
a	a
merry	merry
little	little
fellow	fellow
named	name↓ed
aqua	aqua
who	who
danced	dance↓ed
on	on
the	the
silver	silver
backs	back↓s
of	of
the	the
fishes	fish↓s
as	as
they	they
plunged	plunge↓ed
up	up
and	and
down	down
in	in
the	the
waves	wafe↓s
and	and
no	no
matter	matter
how	how
high	high
he	he
sprung	sprung
he	he
always	always
came	came
down	down
again	again
into	in↓to
his	his
mothers	mother↓s
lap	lap
his	his
mother	mother
you	you
know	know
was	was
the	the
ocean	ocean
and	and
very	very
beautiful	beauty↓ful
she	she
looked	look↓ed
that	that
summer	sum↓er
day	day
in	in
her	her
dark	dark
blue	blue
dress	dress
and	and
white	white
ruffles	ruffle↓s
by	by
and	and
by	by
the	the
happy	hap↓y
water	water
drop	drop
tired	tire↓ed
of	of
his	his
play	play
and	and
looking	look↓ing
up	up
to	to
the	the
clear	clear
sky	sky
above	above
him	him
thought	thought
he	he
would	would
like	like
to	to
have	have
a	a
sail	sail
on	on
one	one
of	of
the	the
white	white
marshmallowlike	marshmallow↓like
clouds	cloud↓s
instead	in↓stead
of	of
spending	spend↓ing
his	his
whole	whole
life	life
in	in
the	the
ocean	ocean
of	of
the	the
sky	sky
little	little
aqua	aqua
had	have↓ed
always	always
been	be↓en
afraid	afraid
but	but
he	he
decided	decide↓ed
to	to
finally	final↓ly
face	face
his	his
demons	demon↓s
and	and
suggested	suggest↓ed
a	a
solution	solution
involving	involve↓ing
the	the
sun	sun
carrying	carry↓ing
him	him
up	up
to	to
the	the
sky	sky
would	would
be	be
ideal	idea↓al
the	the
sun	sun
understood	under↓stand
aquas	aquas
request	request
came	came
from	from
his	his
heart	heart
so	so
he	he
acquiesced	acquiesc↓ed
and	and
also	also
took	took
ever	ever
so	so
many	many
other	other
drops	drop↓s
so	so
that	that
aqua	aqua
might	might
not	not
be	be
lonesome	lone↓some
on	on
the	the
way	way
it	it
was	was
only	one↓ly
the	the
sun	sun
that	that
knew	knew
this	this
however	how↓ever
for	for
all	all
the	the
other	other
drops	drop↓s
had	have↓ed
been	be↓en
changed	change↓ed
into	in↓to
fine	fine
mist	mist
or	or
vapor	vape↓or
and	and
aqua	aqua
could	could
not	not
see	see
them	them
do	do
you	you
know	know
what	what
vapor	vape↓or
is	is
if	if
you	you
breathe	breathe
into	in↓to
the	the
air	air
when	when
it	it
is	is
cold	cold
enough	enough
you	you
will	will
see	see
it	it
coming	come↓ing
out	out
of	of
your	your
mouth	mouth
thick	thick
and	and
fast	fast
like	like
steam	steam
when	when
the	the
vapor	vape↓or
is	is
quite	quite
near	near
the	the
earth	earth
we	we
call	call
it	it
fog	fog
into	in↓to
vapor	vape↓or
the	the
water	water
drops	drop↓s
that	that
danced	dance↓ed
in	in
the	the
ocean	ocean
had	have↓ed
been	be↓en
changed	change↓ed
because	because
in	in
their	their
own	own
shape	shape
they	they
were	were
too	too
heavy	heave↓y
for	for
the	the
sunbeams	sun↓beam↓s
that	that
the	the
sun	sun
let	let
out	out
to	to
carry	carry
higher	high↓er
and	and
higher	high↓er
they	they
sailed	sail↓ed
and	and
though	though
it	it
was	was
grand	grand
aqua	aqua
and	and
his	his
friends	friend↓s
were	were
like	like
fish	fish
out	out
of	of
water	water
so	so
they	they
grew	grew
quite	quite
dizzy	dizzy
they	they
enjoyed	en↓joy↓ed
looking	look↓ing
down	down
on	on
the	the
world	world
below	be↓low
while	while
the	the
wind	wind
scattered	scatter↓ed
them	them
across	a↓cross
the	the
four	four
corners	corner↓s
of	of
the	the
earth	earth
but	but
after	after
a	a
while	while
it	it
grew	grew
nearly	near↓ly
time	time
for	for
the	the
sun	sun
to	to
go	go
to	to
bed	bed
he	he
became	be↓come
very	very
red	rede↓ed
in	in
the	the
face	face
and	and
began	began
to	to
sink	sink
lower	low↓er
and	and
lower	low↓er
until	un↓til
suddenly	sudden↓ly
he	he
went	went
clear	clear
out	out
of	of
sight	sight
poor	poor
little	little
aqua	aqua
frightened	fright↓en↓ed
by	by
the	the
impending	impend↓ing
cold	cold
and	and
darkness	dark↓ness
wished	wish↓ed
he	he
could	could
sleep	sleep
not	not
in	in
the	the
sky	sky
but	but
somewhere	some↓where
closer	closer
to	to
earth	earth
then	then
aqua	aqua
heard	heard
the	the
wind	wind
blow	blow
and	and
conjectured	conject↓ure↓ed
that	that
maybe	may↓be
the	the
wind	wind
could	could
take	take
him	him
back	back
down	down
to	to
the	the
ocean	ocean
indeed	in↓deed
the	the
wind	wind
took	took
pity	pity
on	on
him	him
and	and
fanned	fan↓ed
him	him
together	together
with	with
all	all
of	of
his	his
brothers	brother↓s
and	and
sisters	sister↓s
into	in↓to
a	a
heavy	heave↓y
gray	gray
cloud	cloud
after	after
which	which
he	he
blew	blew
them	them
apart	apart
and	and
told	told
them	them
to	to
hurry	hurry
down	down
fast	fast
and	and
furious	fury↓ous
to	to
the	the
earth	earth
so	so
they	they
could	could
have	have
a	a
fighting	fight↓ing
chance	chance
of	of
reaching	reach↓ing
the	the
ocean	ocean
down	down
they	they
went	went
rolling	roll↓ing
over	over
each	each
other	other
until	un↓til
with	with
a	a
patter	patter
and	and
clatter	clat↓er
and	and
spatter	spat↓er
they	they
touched	touch↓ed
the	the
ground	ground
and	and
all	all
the	the
people	people
that	that
the	the
raindrops	rain↓drop↓s
fell	fell
on	on
cried	cry↓ed
its	it↓s
raining	rain↓ing
and	and
took	took
out	out
their	their
umbrellas	umbrella↓s
some	some
of	of
the	the
drops	drop↓s
that	that
were	were
the	the
most	most
fortunate	fortune↓ate
including	include↓ing
aqua	aqua
fell	fell
on	on
a	a
mountainside	mountain↓side
and	and
down	down
the	the
rocky	rock↓y
cliff	cliff
they	they
ran	ran
together	together
they	they
plunged	plunge↓ed
into	in↓to
a	a
mountain	mountain
brook	brook
which	which
came	came
foaming	foam↓ing
and	and
dashing	dash↓ing
along	along
leaping	leap↓ing
over	over
rocks	rock↓s
and	and
rushing	rush↓ing
down	down
the	the
hillside	hill↓er↓side
until	un↓til
in	in
the	the
valley	valley
below	be↓low
they	they
heard	heard
the	the
strangest	strange↓est
clattering	clatter↓ing
noise	noise
the	the
little	little
water	water
drops	drop↓s
were	were
then	then
able	able
to	to
make	make
out	out
a	a
flour	flour
mill	mill
that	that
was	was
standing	stand↓ing
on	on
the	the
bank	bank
inside	in↓side
the	the
mill	mill
the	the
water	water
drops	drop↓s
saw	saw
two	two
great	great
stones	stone↓s
which	which
the	the
big	big
wheel	wheel
kept	kept
whizzing	whiz↓ing
round	round
and	and
round	round
the	the
stones	stone↓s
smoothed	smooth↓ed
by	by
the	the
spinning	spin↓ing
were	were
busy	busy
grinding	grind↓ing
the	the
wheat	wheat
into	in↓to
flour	flour
and	and
the	the
corn	corn
into	in↓to
golden	gold↓en
meal	meal
but	but
what	what
giant	giant
do	do
you	you
suppose	suppose
it	it
was	was
who	who
could	could
turn	turn
and	and
swing	swing
that	that
tremendous	tremendous
wheel	wheel
no	no
giant	giant
at	at
all	all
it	it
was	was
just	just
our	our
tiny	tine↓y
little	little
water	water
drops	drop↓s
who	who
sprang	sprang
on	on
it	it
by	by
hundreds	hundred↓s
and	and
thousands	thousand↓s
and	and
whirled	whirl↓ed
it	it
over	over
and	and
over	over
it	it
was	was
lucky	luck↓y
for	for
the	the
water	water
drops	drop↓s
that	that
the	the
brook	brook
where	where
they	they
were	were
swimming	swim↓ing
next	next
emptied	empty↓ed
into	in↓to
a	a
beautiful	beauty↓ful
pond	pond
where	where
ducks	duck↓s
and	and
geese	geese
were	were
living	live↓ing
peacefully	peace↓ful↓ly
aqua	aqua
liked	like↓ed
to	to
play	play
hideandseek	hideand↓seek
in	in
this	this
pond	pond
and	and
it	it
was	was
his	his
brother	brother
water	water
drop	drop
who	who
he	he
fooled	fool↓ed
by	by
swimming	swim↓ing
to	to
a	a
big	big
pool	pool
of	of
water	water
and	and
pretending	pretend↓ing
to	to
hide	hide
there	there
but	but
then	then
sneaking	sneak↓ing
under	under
a	a
rock	rock
into	in↓to
an	an
obscured	obscure↓ed
little	little
puddle	puddle
his	his
brother	brother
had	have↓ed
blatantly	blatant↓ly
peaked	peak↓ed
and	and
even	even
followed	follow↓ed
aqua	aqua
as	as
he	he
entered	enter↓ed
the	the
big	big
pool	pool
of	of
water	water
so	so
when	when
he	he
searched	search↓ed
there	there
and	and
could	could
not	not
find	find
him	him
he	he
was	was
extremely	extreme↓ly
surprised	surprise↓ed
and	and
gave	gave
up	up
aqua	aqua
liked	like↓ed
this	this
pond	pond
where	where
he	he
could	could
play	play
all	all
day	day
so	so
he	he
stayed	stay↓ed
a	a
good	good
while	while
sailing	sail↓ing
up	up
and	and
down	down
taking	take↓ing
the	the
ducks	duck↓s
backs	back↓s
for	for
ships	ship↓s
and	and
the	the
frogs	frog↓s
for	for
horses	horse↓s
but	but
after	after
a	a
time	time
he	he
tired	tire↓ed
of	of
the	the
dull	dull
life	life
and	and
he	he
and	and
his	his
brothers	brother↓s
floated	float↓ed
under	under
a	a
bridge	bridge
for	for
a	a
long	long
distance	distant↓ce
until	un↓til
they	they
saw	saw
another	an↓other
brook	brook
tumbling	tumble↓ing
down	down
a	a
hillside	hill↓er↓side
come	come
lets	let↓s
join	join
hands	hand↓s
cried	cry↓ed
aqua	aqua
and	and
because	because
the	the
water	water
drops	drop↓s
were	were
all	all
together	together
overcoming	over↓come↓ing
the	the
brook	brook
was	was
childs	child↓s
play	play
it	it
was	was
by	by
the	the
help	help
of	of
aqua	aqua
and	and
his	his
brothers	brother↓s
that	that
the	the
bewitching	be↓witch↓ing
river	river
was	was
able	able
to	to
float	float
heavy	heave↓y
ships	ship↓s
though	though
not	not
so	so
long	long
ago	ago
it	it
was	was
only	one↓ly
a	a
little	little
stream	stream
as	as
the	the
river	river
grew	grew
wider	wider
and	and
he	he
could	could
almost	al↓most
see	see
the	the
ocean	ocean
aqua	aqua
realized	real↓ize↓ed
his	his
journey	journey
was	was
almost	al↓most
over	over
and	and
he	he
had	have↓ed
come	come
full	full
circle	circle
back	back
in	in
the	the
ocean	ocean
he	he
felt	felt
right	right
at	at
home	home
for	for
him	him
this	this
was	was
the	the
safest	safe↓est
sweetest	sweet↓est
place	place
in	in
the	the
whole	whole
wide	wide
world	world
during	dure↓ing
the	the
warm	warm
summer	sum↓er
evenings	evening↓s
if	if
you	you
take	take
a	a
walk	walk
on	on
the	the
sea	sea
beach	beach
you	you
will	will
hear	hear
the	the
gentle	gentle
rippling	rip↓le↓ing
swash	swash
of	of
the	the
waves	wafe↓s
and	and
some	some
say	say
that	that
it	it
must	must
be	be
the	the
gurgling	gurgle↓ing
voices	voice↓s
of	of
aqua	aqua
and	and
his	his
brother	brother
water	water
drops	drop↓s
telling	tell↓ing
each	each
other	other
about	about
their	their
wonderful	wonder↓ful
journey	journey
around	a↓round
the	the
world	world
it	it
was	was
cold	cold
and	and
nearly	near↓ly
dark	dark
on	on
the	the
last	last
evening	evening
of	of
the	the
old	old
year	year
and	and
the	the
snow	snow
was	was
falling	fall↓ing
fast	fast
and	and
furious	fury↓ous
a	a
little	little
girl	girl
no	no
one	one
sheltered	shelter↓ed
from	from
the	the
gelid	gelid
air	air
roamed	roam↓ed
through	through
the	the
streets	street↓s
with	with
a	a
bare	bare
head	head
and	and
naked	nake↓ed
feet	feet
looking	look↓ing
as	as
poor	poor
as	as
a	a
church	church
mouse	mouse
its	it↓s
true	true
she	she
had	have↓ed
on	on
a	a
pair	pair
of	of
slippers	slip↓er↓s
her	her
mother	mother
had	have↓ed
once	once
given	give↓en
her	her
when	when
she	she
left	left
home	home
but	but
they	they
were	were
as	as
much	much
use	use
to	to
her	her
as	as
a	a
chocolate	chocolate
teapot	teapot
the	the
slippers	slip↓er↓s
owned	own↓ed
by	by
her	her
mother	mother
were	were
so	so
large	large
that	that
the	the
emaciated	emaciate↓ed
little	little
creature	create↓ure
had	have↓ed
lost	lost
them	them
while	while
running	running
across	a↓cross
the	the
street	street
to	to
avoid	avoid
two	two
carriages	carry↓age↓s
that	that
were	were
rolling	roll↓ing
along	along
at	at
a	a
terrible	terrible
rate	rate
one	one
of	of
the	the
slippers	slip↓er↓s
she	she
could	could
not	not
find	find
and	and
a	a
boy	boy
seized	seize↓ed
upon	up↓on
the	the
other	other
saying	say↓ing
that	that
he	he
could	could
use	use
it	it
as	as
a	a
home	home
for	for
his	his
little	little
pet	pet
mouse	mouse
so	so
with	with
her	her
naked	nake↓ed
feet	feet
which	which
were	were
quite	quite
red	rede↓ed
and	and
blue	blue
with	with
the	the
cold	cold
the	the
little	little
girl	girl
went	went
on	on
wondering	wonder↓ing
how	how
she	she
would	would
get	get
through	through
this	this
dreadful	dread↓ful
night	night
she	she
approached	approach↓ed
an	an
old	old
hovel	hovel
she	she
had	have↓ed
used	use↓ed
as	as
a	a
shelter	shelter
a	a
few	few
times	time↓s
before	before
and	and
found	found
the	the
entrance	en↓trance
was	was
locked	lock↓ed
tough	tough
luck	luck
for	for
the	the
girl	girl
this	this
day	day
was	was
even	even
worse	bad↓ly
than	than
the	the
others	other↓s
no	no
good	good
samaritan	samaritan
had	have↓ed
given	give↓en
her	her
even	even
a	a
penny	penny
and	and
she	she
had	have↓ed
no	no
luck	luck
selling	sell↓ing
any	any
matches	match↓s
that	that
she	she
carried	carry↓ed
in	in
the	the
old	old
apron	apron
her	her
grandmother	grand↓mother
had	have↓ed
given	give↓en
her	her
poor	poor
little	little
child	child
she	she
looked	look↓ed
the	the
picture	picture
of	of
misery	misery
on	on
her	her
long	long
fair	fair
hair	hair
which	which
hung	hung
in	in
curls	curl↓s
on	on
her	her
shoulders	shoulder↓s
the	the
snowflakes	snow↓flake↓s
kept	kept
landing	land↓ing
but	but
she	she
did	did
not	not
notice	notice
them	them
as	as
she	she
shivered	shiver↓ed
along	along
she	she
was	was
losing	lose↓ing
strength	strong↓th
and	and
beginning	begin↓ing
to	to
doubt	doubt
she	she
could	could
weather	weather
this	this
storm	storm
it	it
was	was
new	new
years	year↓s
and	and
the	the
girl	girl
asked	ask↓ed
herself	her↓self
why	why
as	as
lights	light↓s
shone	shone
from	from
every	every
window	window
and	and
the	the
savory	savor↓y
smell	smell
of	of
roast	roast
goose	goose
crept	crept
out	out
on	on
the	the
streets	street↓s
she	she
was	was
outside	out↓er↓side
all	all
alone	alone
exhausted	exhaust↓ed
she	she
finally	final↓ly
sat	sat
down	down
in	in
a	a
corner	corner
behind	be↓hind
the	the
little	little
bakery	bake↓ery
she	she
put	put
a	a
rag	rag
she	she
had	have↓ed
found	found
over	over
her	her
legs	leg↓s
to	to
cover	cover
herself	her↓self
but	but
she	she
could	could
not	not
keep	keep
off	off
the	the
cold	cold
the	the
girl	girl
who	who
the	the
night	night
air	air
had	have↓ed
completely	complete↓ly
enveloped	envelope↓ed
dared	dare↓ed
not	not
go	go
home	home
for	for
she	she
had	have↓ed
sold	sold
no	no
matches	match↓s
her	her
father	father
had	have↓ed
been	be↓en
mean	mean
and	and
moody	mood↓y
ever	ever
since	since
his	his
wife	wife
had	have↓ed
gone	go↓ne
to	to
meet	meet
her	her
maker	make↓er
he	he
would	would
certainly	certain↓ly
beat	beat
her	her
as	as
he	he
has	have↓s
done	do↓ne
several	several
times	time↓s
in	in
the	the
weeks	week↓s
past	past
because	because
she	she
had	have↓ed
